3632,-308,0.394000053406
3723,-299,0.391000032425
3733,-288,0.391000032425
3775,-282,0.391000032425
3808,-268,0.390000104904
3704,-255,0.394000053406
3726,-251,0.393999814987
3642,-237,0.396000146866
3685,-231,0.393999814987
3901,-223,0.393000125885
3596,-208,0.389999866486
3686,-199,0.392999887466
3738,-186,0.393000125885
3678,-175,0.391999959946
3681,-169,0.393000125885
3780,-157,0.393999814987
3734,-150,0.382999897003
3776,-138,0.390000104904
3859,-125,0.391999959946
3648,-123,0.392999887466
3714,-104,0.396000146866
3760,-106,0.390000104904
3784,-86,0.389000177383
3764,-78,0.391000032425
3713,-67,0.390999794006
3503,-60,0.389999866486
3726,-50,0.390000104904
3935,-37,0.389999866486
3721,-24,0.391000032425
3727,-20,0.388000011444
