Cost,Reset,Iterations,Solved,TimeInHC
3422.6,79.7,9337.2,10[1.2039999961853027, 1.8580000400543213, 1.9630000591278076, 1.318000078201294, 1.3829998970031738, 1.8880000114440918, 1.684999942779541, 1.434999942779541, 2.9040000438690186, 0.9950001239776611, 1.488999843597412, 0.4700000286102295, 1.4600000381469727, 0.9100000858306885, 3.305999994277954, 2.061000108718872, 1.371999979019165, 1.2150001525878906, 1.0429999828338623, 3.6070001125335693]
