Cost,Reset,Iterations,Solved,TimeInHC
3535.5,74.9666666667,8856.03333333,6[1.3540000915527344, 1.2269999980926514, 1.128000020980835, 1.1700000762939453, 1.4679999351501465, 0.9030001163482666, 0.8459999561309814, 1.2190001010894775, 2.7049999237060547, 1.9079999923706055, 0.9240000247955322, 1.6319999694824219, 1.6529998779296875, 3.009000062942505, 2.5869998931884766, 1.5469999313354492, 1.4670000076293945, 1.8510000705718994, 1.0980000495910645, 1.8250000476837158, 1.3970000743865967, 0.5089998245239258, 2.749000072479248, 0.8359999656677246, 1.444000005722046, 1.691999912261963, 0.9419999122619629, 2.2909998893737793, 0.9909999370574951, 3.1480000019073486]
