2700.76,-50.0,1647.24,94
2802.52,-50.0,1601.52,82
2680.43,-50.0,1711.57,84
2692.44,-50.0,1719.37,74
2715.25,-50.0,1599.7,60
2690.24,-50.0,1681.93,63
2656.34,-50.0,1683.42,59
2704.43,-50.0,1673.39,47
2708.07,-50.0,1658.04,47
2662.73,-50.0,1716.17,49
2728.99,-50.0,1644.32,38
2715.2,-50.0,1698.27,53
2693.12,-50.0,1785.56,38
2675.35,-50.0,1727.96,37
2693.5,-50.0,1690.6,32
2658.9,-50.0,1737.54,19
2690.73,-50.0,1765.11,23
2764.59,-50.0,1710.37,21
2815.3,-50.0,1587.41,22
2701.66,-50.0,1700.75,13
2694.14,-50.0,1727.48,12
2759.93,-50.0,1690.32,22
2843.37,-50.0,1607.75,11
