3908.28,-50.0,1730.36,44
3874.84,-50.0,1719.78,44
3932.32,-50.0,1620.26,30
4093.78,-50.0,1510.16,16
3989.78,-50.0,1641.98,18
3971.28,-50.0,1658.86,14
3945.2,-50.0,1627.98,9
3968.14,-50.0,1669.3,8
4071.56,-50.0,1435.4,10
3980.2,-50.0,1589.0,10
4069.04,-50.0,1462.78,7
4026.26,-50.0,1460.26,7
4142.96,-50.0,1457.62,4
4079.88,-50.0,1448.16,1
4084.6,-50.0,1539.86,1
3975.9,-50.0,1598.5,0
4032.04,-50.0,1533.9,3
4047.34,-50.0,1509.98,0
4249.34,-50.0,1334.8,2
4138.32,-50.0,1364.38,1
4195.6,-50.0,1336.88,0
4136.34,-50.0,1410.66,1
4298.98,-50.0,1304.1,0
