Cost,Reset,Iterations,Solved,TimeInHC
2760.25,131.6,13855.35,19[2.635999917984009, 2.9019999504089355, 3.8459999561309814, 3.759000062942505, 2.4069998264312744, 3.7749998569488525, 3.81600022315979, 1.3280000686645508, 3.06499981880188, 2.003000020980835, 2.309999942779541, 2.9169998168945312, 3.0840001106262207, 2.1690001487731934, 1.1159999370574951, 2.4880001544952393, 3.8410000801086426, 1.8819999694824219, 2.312999963760376, 2.00600004196167]
