medianCap,meanCap,maxiCap,miniCap,devCap,mediancost,meancost,maxicost,minicost,devcost,solutions
803.5016582,800.8211716,1046.677021,429.2650376,77.60541441,5672,5681.968,6310,5010,190.6519797,0
216.1917232,216.5752618,451.5139103,0,65.36112387,5692,5695.3056,6334,5060,194.6100085,1
702.9962095,702.5634943,955.2006365,330.7302203,75.02810332,5745,5741.8666,6347,5153,183.9070195,0
525.4637496,525.8713656,794.8382881,0,89.36200229,5683,5679.7268,6125,5215,153.7839568,1
687.9735653,690.362345,956.9710911,0,79.95100222,5716,5712.7184,6144,5112,158.1587984,1
447.0534855,448.7420497,682.6805741,0,75.67495194,5666,5668.3756,6174,5134,150.6976062,1
890.4862111,886.4538237,1123.060569,104.5751822,72.05388462,5589,5594.4264,6017,5137,152.4056737,0
504.3854155,501.2562417,757.7915229,251.1850343,82.31592568,5593,5587.581,6115,5111,160.529423,0
665.3130068,665.1636836,980.4562284,275.7233837,87.80669723,5691,5685.4108,6183,5057,179.0692649,0
436.3120937,434.7406842,674.1971359,0,83.08634892,5604,5615.052,6158,5138,156.0446439,1
363.4326332,365.1708392,586.3147309,100.3195202,69.59859666,5766,5758.446,6266,5152,179.9533214,0
275.710265,277.3685292,578.0184225,63.14741192,69.99520581,5654,5642.172,6072,5150,157.2306917,0
539.6550586,537.6852987,768.5537483,236.4371448,86.50786754,5736,5740.1492,6242,5230,174.0903149,0
365.2172998,364.0630943,623.430708,0,73.2855527,5673,5681.3588,6299,5271,163.633674,4
888.2264454,883.6683124,1127.536532,618.7986463,78.63299195,5632,5634.4284,6124,5166,149.5962208,0
359.7664402,362.5103508,663.6032136,0,80.8394595,5623,5624.8972,6145,5085,174.933795,5
423.336678,422.5012075,618.7929495,184.502128,72.28694606,5659,5657.4202,6247,5047,176.5782723,0
340.5404496,343.0097831,597.6659474,105.0830401,77.592767,5648,5633.8762,6086,5096,169.0881388,0
636.1787039,637.7729128,966.6576139,152.6530803,80.91809504,5710,5713.175,6266,5222,173.8301693,0
1007.93045,1008.652753,1282.776809,733.3679398,95.83943242,5560,5555.937,6088,5016,154.2921269,0
497.7170601,501.8851231,752.448252,230.0075672,73.93188502,5648,5649.042,6148,5118,157.6701235,0
694.0407753,694.5395593,1019.684121,388.7595506,91.70180551,5558,5543.9842,6012,4828,180.4532054,0
300.1434899,299.7316205,563.5523576,88.16727771,83.03258434,5670,5664.5138,6152,5126,166.4227377,0
449.6486342,447.4905663,671.0700878,185.9678413,65.91665254,5640,5629.4264,6250,5128,171.9781701,0
524.2033295,525.0285053,779.4742578,0,75.82870594,5639,5640.5126,6137,5037,177.4936451,5
587.7935718,587.0394938,826.2105783,351.8018903,68.3055971,5681,5682.3758,6209,5079,165.2694587,0
445.5225197,442.646636,697.6027251,145.5720079,76.69095454,5714,5720.8512,6314,5148,171.3078523,0
244.8874693,245.835359,484.1400329,34.47200989,68.18510675,5716,5721.0534,6328,5206,177.965283,0
528.3166067,528.1168051,737.0609585,179.3420084,57.16320249,5675,5669.368,6147,5075,187.148191,0
620.8787039,628.6609155,927.501511,389.9221198,79.04562111,5616,5620.0592,6310,4966,195.0531571,0
532.7357817,538.7868391,842.2043016,0,80.1667652,5750,5748.3162,6334,5206,194.6099165,2
266.4945937,271.6258602,607.6404442,0,76.89945803,5688,5685.9476,6244,5180,163.0004431,1
841.9926237,843.5856746,1118.891497,0,80.04116045,5719,5724.5168,6413,5101,193.3276124,1
530.6250214,533.1429247,808.7030088,2.098041857,83.53698461,5565,5563.468,6041,5043,166.3876852,0
340.2409631,338.8199285,613.8775103,84.37503452,78.34998222,5668,5675.2358,6156,5120,149.6695333,0
541.376165,543.9411741,786.3927003,335.2229922,71.7669525,5708,5701.0878,6220,5188,184.939671,0
419.0213685,418.9601421,654.2246203,240.9256634,62.8393089,5671,5671.798,6157,5037,165.0588792,0
586.7897513,581.7653589,913.5473457,280.0053822,83.13769575,5695,5689.705,6091,5199,152.9148265,0
600.0894096,598.7516021,797.9251996,0,68.73790755,5656,5663.6192,6190,5202,159.9574287,1
539.3453092,539.0371258,802.8045062,35.1878288,79.05133759,5674,5662.9318,6258,5030,183.9136519,0
880.9439937,884.9612169,1163.082692,0,98.32653057,5542,5544.3598,6050,5132,138.8280769,3
625.2944918,629.8689237,860.0267943,278.2243521,73.13359361,5614,5608.7736,6058,5048,155.8469709,0
368.7476889,372.0994126,638.4768297,157.6600382,75.69547381,5690,5686.7884,6216,4994,172.3836582,0
367.171997,368.1246166,608.7545781,112.7736434,78.46748067,5710,5712.0266,6276,5184,183.5611737,0
306.1629126,307.4008683,600.7350049,0.616895015,77.95776682,5630,5626.3588,6214,5090,179.2207534,0
526.1356094,525.4643186,765.4012742,310.1432701,78.57270151,5641,5634.6604,6139,5065,173.6409096,0
315.8184119,311.8847624,567.0255607,51.8863221,79.82836901,5671,5665.2468,6197,5119,174.1022133,0
638.1301189,641.2009081,923.3755875,225.932051,78.08348097,5696,5691.4588,6396,5082,183.347375,0
594.4169651,596.0551298,883.5329918,370.2472944,77.774817,5699,5691.7558,6183,5145,174.5196114,0
482.8922991,488.2125317,769.6128594,191.3069478,85.78474851,5683,5685.1548,6497,5203,169.8910899,0
499.1357787,498.7000541,709.7440867,137.978972,74.48407329,5692,5695.971,6228,5200,179.5223985,0
489.13082,489.8099653,839.3830228,194.72315,86.62553391,5579,5584.415,6083,5089,169.6453423,0
550.7474045,551.2733476,807.5929435,334.9797001,76.62308992,5666,5668.47,6180,5106,166.5926622,0
529.7203257,527.9710237,710.5036922,106.0315097,63.30851109,5605,5615.4568,6169,5145,175.689251,0
503.2040485,503.8611183,718.5138069,0,74.08246787,5699,5686.219,6223,5083,175.9624688,2
198.1690838,196.7121738,388.3914717,20.76227104,60.84106829,5705,5702.3166,6255,5177,161.7352966,0
429.1024702,429.2217047,666.6194948,224.3478128,63.58776837,5732,5715.388,6242,5052,185.4876553,0
734.9052176,738.2251375,957.5603272,0,81.94308975,5657,5641.1478,6181,4969,188.3834434,1
353.2937709,352.6962358,626.5297052,83.59841594,82.86867856,5655,5669.5988,6309,5141,170.8998369,0
568.4887108,567.684764,782.8971581,307.2847325,74.94691472,5710,5704.478,6218,5210,167.765957,0
512.6545551,515.5769482,790.6501602,0,80.65793677,5610,5609.9172,6202,5040,176.1230534,1
535.0550394,538.1411718,776.6446536,351.0348874,71.65975335,5632,5638.6016,6156,5202,143.4972184,0
443.8207046,447.8823321,714.8427689,84.89242831,63.75086553,5602,5589.0404,6126,4940,174.522065,0
379.3587767,382.8932283,616.3781016,78.61244305,81.91513011,5612,5627.7702,6284,5108,190.5070865,0
620.3357512,622.9172925,949.4606859,0,93.96760192,5617,5617.279,6091,5051,162.1586561,1
189.3422337,192.1696567,425.809782,15.8226576,73.62183834,5639,5633.964,6221,4947,169.5517063,0
392.9377411,396.0224382,659.8988482,103.3908158,85.29879253,5727,5722.6522,6175,5191,159.2609539,0
745.9099851,744.864236,1003.035152,0,76.82221251,5680,5667.5028,6192,5126,183.48683,2
613.3362538,612.2153091,826.5608478,138.0279145,78.42859718,5610,5605.6096,6144,4996,171.6039451,0
731.141783,737.0908659,1062.279377,0,83.52403793,5529,5535.1388,5981,5067,139.3014714,1
600.0114032,599.0721158,838.2389569,340.3712881,70.68857156,5740,5752.2846,6430,5158,178.1711093,0
406.3744076,408.3574545,656.391552,41.55193187,72.50269111,5603,5602.042,6115,4871,165.6347664,0
347.3515846,348.7407703,675.6480222,95.64878675,80.41179089,5667,5662.6346,6295,5105,174.3926824,0
1001.759722,997.7546439,1278.428409,558.0413899,87.90143969,5674,5681.957,6358,5138,190.8480719,0
490.1847571,496.465638,833.0532772,246.159456,84.69121817,5692,5684.0544,6186,5132,178.682602,0
148.7564988,153.8683656,373.3815862,0,58.76083455,5705,5698.8088,6167,5127,168.7879695,4
515.8073031,524.0444995,796.4942364,259.834503,75.52496085,5680,5680.551,6194,5192,170.9340387,0
316.5942577,315.0531551,553.7197749,0,72.30589592,5662,5654.2976,6202,5094,168.979332,1
508.5042845,511.7714572,731.2404182,328.25342,65.27862859,5607,5606.4696,6137,5087,178.0502049,0
419.576247,423.2919976,760.9304529,156.7593992,97.33258464,5746,5752.2268,6308,5228,172.2961722,0
415.1074065,416.7513007,690.6057499,7.44640782,80.80773315,5704,5706.9514,6210,5214,153.3483956,0
228.5812309,226.6727764,452.2900366,39.22847459,66.43916106,5743,5735.8568,6357,5227,161.9757324,0
774.1216528,779.1174717,1080.213347,0,79.82191671,5587,5585.995,6231,5007,177.742355,1
566.2901987,565.6360953,831.6489829,321.9408551,81.56149068,5606,5603.6346,6212,5058,187.8301884,0
366.8094261,367.4989822,596.3987619,0,67.83486977,5693,5695.3096,6259,5151,178.3258325,1
486.2847615,485.6559573,713.9489698,214.9875484,71.18363772,5728,5725.8928,6264,5198,164.1154731,0
339.5077069,340.0691379,556.5515402,10.35135151,80.1481667,5680,5683.6314,6192,5078,176.7156488,0
279.3858784,277.7574588,512.6944476,54.07802125,68.22186934,5678,5677.491,6202,5112,165.4465416,0
262.7481435,262.4915278,546.4078782,41.57359958,72.33137885,5658,5653.0456,6142,5120,176.0690692,0
516.4157781,518.8553396,800.9515301,0,86.11761565,5704,5699.1384,6234,5172,167.2624645,1
454.4523097,458.146426,773.0781343,153.6997523,90.33339979,5672,5664.9064,6162,5162,172.633538,0
580.9239042,583.2228335,915.9364767,0,87.51776968,5620,5622.4536,6112,5072,164.8225902,1
276.5305082,276.6172303,596.0154753,59.66249903,72.06103062,5685,5682.9218,6231,5113,146.2981582,0
494.3871558,493.5334768,751.9096539,171.8888287,79.60663938,5641,5639.4446,6283,5131,172.8523287,0
378.9408582,375.9180637,621.6014267,103.8551698,75.14172487,5643,5638.327,6161,5137,162.5167224,0
524.5663754,524.4006924,755.5523268,0,79.1906285,5672,5675.7562,6306,5192,166.9709057,1
268.0847018,273.4976006,534.0472586,0,75.3771457,5634,5632.2832,6106,5084,163.1934478,2
392.1521295,396.2425995,725.4247629,89.35118077,65.76906189,5652,5653.7844,6332,5236,151.5162167,0
423.264891,424.7779267,716.0849731,0,69.52747544,5625,5621.704,6127,5053,179.8591682,5
256.7359079,262.3260366,477.7019564,0,72.85651474,5717,5699.559,6257,4991,189.2000167,1
382.5399517,385.2199205,628.5168375,24.91095553,75.21558696,5660,5657.49,6266,5164,178.412654,0
311.4560514,313.6066598,517.9124626,0,69.88661969,5651,5661.686,6265,5149,174.6707617,1
216.2397346,218.7119042,490.8514727,22.85816511,71.14416597,5644,5643.277,6156,5134,173.2997959,0
420.9446098,426.4117614,661.9928827,175.5199338,84.77071145,5740,5745.7798,6288,5130,170.8691684,0
343.7803122,343.3988854,636.005801,98.73681035,76.82465126,5631,5628.74,6193,5071,183.8045277,0
488.3085144,492.4791087,808.9311672,133.0847172,82.64543282,5626,5622.7986,6090,5036,164.5518819,0
390.1168981,391.0695758,653.5755013,177.4038909,84.4369322,5621,5614.8302,6135,5029,188.2634504,0
524.7259523,523.9092751,805.0589628,267.4178349,76.02433179,5676,5677.6848,6194,5112,171.2333001,0
369.7343065,373.6602594,653.6399511,138.7256565,77.52050955,5658,5661.0408,6138,5164,157.8365,0
516.3029529,515.7224838,742.1527953,294.3634311,63.9050542,5731,5724.6962,6203,5219,159.2338008,0
745.0700318,746.299206,989.0120548,502.9035365,71.19870564,5644,5649.557,6250,5132,172.4581298,0
566.9947793,570.725959,825.2405394,258.3301511,74.84611569,5622,5611.374,6040,5088,160.8833519,0
347.2353896,345.1399815,574.6998828,51.13474449,66.93342091,5660,5662.8072,6346,5140,178.1574439,0
299.2370902,298.0782856,510.8084486,0,62.45911005,5618,5618.4048,6188,5130,154.5662943,1
705.9567672,701.5256851,910.9707608,405.3759788,76.89120154,5713,5712.753,6275,5161,195.7551598,0
369.3635937,367.4189577,586.8140655,129.2744081,77.50270206,5654,5651.9448,6182,5022,153.980911,0
784.622094,790.2128629,1060.113807,531.0066836,89.76760538,5790,5788.7538,6270,5146,188.9439266,0
366.1253456,363.782317,660.3411956,126.8595425,82.42165581,5612,5609.1438,6114,5006,164.2065045,0
441.2424579,442.6490973,737.3094835,236.6115154,89.45881784,5605,5611.485,6181,5069,176.4181997,0
180.5084179,185.4292488,421.5145562,1.541013003,68.52565378,5695,5688.3906,6164,5152,161.4272289,0
460.3812996,459.6645548,690.9673625,235.8278353,71.85689461,5736,5731.5854,6272,5076,190.6332828,0
692.0364896,692.194851,993.4862366,0,90.38593506,5628,5616.2674,6126,5056,178.3963545,3
556.7305216,556.7006498,808.3487568,131.3378976,76.15396578,5704,5702.5752,6124,5246,149.9966704,0
148.1455648,150.5444632,355.9239966,4.629423428,59.37644136,5681,5686.058,6187,5285,169.1141858,0
650.3265926,651.6565965,871.522086,11.68934962,69.23083524,5686,5682.8872,6396,5168,173.8638918,0
554.1122269,556.6002613,870.1297201,301.5526809,81.03196723,5598,5604.0674,6168,5108,157.0119914,0
391.2066564,394.8145659,686.5903624,138.6876841,87.3474336,5723,5725.2424,6339,5033,189.7219915,0
345.1859427,349.0210452,591.1044039,0,77.58007246,5650,5659.5466,6274,5190,170.8185576,2
350.3983766,345.6252888,587.3286357,0,75.86389005,5619,5612.8982,6067,5137,168.2116394,2
272.0356509,274.4045371,571.4670847,34.59862033,72.64382435,5642,5643.0818,6174,5088,164.751543,0
682.0789866,684.3609862,982.6357734,468.0156356,78.53694114,5687,5675.9022,6189,5135,169.2999328,0
823.3567808,829.0752713,1134.113714,591.4466641,90.66193798,5764,5766.128,6416,5122,187.6427979,0
284.4051816,287.1020914,539.8232636,90.95649862,76.82556072,5697,5689.58,6129,5161,157.4115739,0
539.6332015,541.4409815,795.6835995,317.6154367,70.80728372,5686,5685.7622,6126,5230,149.8907757,0
455.3128447,454.1806594,692.7057339,9.685971073,80.626235,5671,5673.4362,6213,5145,163.4289146,0
389.4364792,390.0864607,646.4664295,37.58555067,67.4729845,5694,5697.4812,6180,5146,176.9143218,0
496.2144236,498.2434553,729.4434051,244.8967894,78.31845909,5680,5685.7,6310,5010,184.5658788,0
278.2225676,279.2944245,569.0087863,29.62072935,82.27249278,5666,5672.253,6270,5114,162.1752373,0
718.7193124,716.9290474,965.3109176,222.2974108,78.33682518,5741,5745.1966,6299,5157,191.8434866,0
560.2493988,557.2651417,840.6046475,0,86.37269113,5727,5729.892,6285,5143,166.7943774,3
438.2113234,436.3455993,664.9659164,192.6203931,73.6853691,5722,5737.9418,6346,5214,196.955496,0
447.6386905,447.8180506,718.9854266,190.9143373,70.56970734,5644,5653.0768,6224,5112,172.7009059,0
586.6826857,592.1224683,888.3787853,0,74.16141114,5592,5598.2134,6254,4988,203.0517798,1
181.0749395,186.3563983,411.5912634,1.153493413,65.98289849,5691,5680.48,6213,5197,170.6862853,0
538.8856875,545.4728366,786.7667339,335.2016457,80.25841416,5710,5724.2444,6426,5158,185.2587581,0
615.1536011,613.971714,842.168215,20.71173636,69.40978188,5757,5750.7006,6291,5203,176.7370713,0
426.8874879,425.1182929,664.1800485,0,72.01475691,5739,5725.2438,6183,4915,176.0802095,1
493.219628,490.8616784,857.1305469,230.8441354,88.1401486,5678,5676.1618,6214,5092,168.063278,0
352.6044868,357.8127377,633.8160203,114.0850155,74.59957577,5645,5644.522,6107,5117,169.2016463,0
195.2129637,198.9411965,389.174685,0,58.94072984,5639,5624.5666,6179,5109,164.0143962,1
527.6232548,526.4508991,813.423728,233.9527102,93.12230817,5608,5611.1678,6186,5136,161.0998294,0
788.4967138,782.3043393,1106.09552,456.3010756,91.80871029,5617,5627.3204,6209,5117,168.4627002,0
493.6377804,498.3081719,757.4996317,191.9157549,81.55456571,5586,5583.6132,6216,5072,164.4524952,0
641.1772186,642.5133598,859.860647,212.002409,74.16714051,5602,5605.3846,6090,5078,159.1155407,0
