5700,-98,1.21900010109,2261,0
5968,-90,0.375,801,0
5122,-79,1.26600003242,2541,0
6013,-74,0.375,745,0
5876,-61,0.43700003624,899,0
5220,-54,1.03100013733,1911,0
6029,-37,0.0939998626709,215,0
5707,-30,0.328000068665,688,0
6094,-17,0.233999967575,461,0
6008,-13,0.18700003624,408,0
5978,-1,0.328999996185,758,0
6057,9,0.360000133514,747,0
5587,19,0.297000169754,705,0
5571,27,0.202999830246,528,0
5376,39,1.375,2563,0
5967,-96,0.234999895096,561,1
5289,-90,1.51600003242,2863,1
5659,-75,0.577999830246,1040,1
5176,-68,6.12600016594,12898,1
5397,-58,0.718000173569,1718,1
5717,-51,0.406999826431,939,1
5527,-39,0.56200003624,1423,1
5106,-33,8.01699995995,17502,1
5173,-21,1.31299996376,3024,1
5215,-12,1.45300006866,3409,1
5979,2,0.0149998664856,48,1
5759,12,0.421999931335,912,1
5461,25,0.328000068665,733,1
5175,29,0.75,1798,1
5413,36,1.07800006866,2560,1
5589,-97,1.57899999619,3710,2
5674,-95,1.81299996376,3919,2
5711,-80,0.703999996185,1735,2
5297,-72,1.26599979401,2907,2
5041,-60,0.469000101089,1205,2
5694,-52,3.15700006485,6920,2
5432,-37,0.358999967575,885,2
5608,-23,0.453999996185,1193,2
5776,-17,0.172000169754,395,2
5736,-5,0.171999931335,389,2
5785,-5,0.735000133514,1698,2
5804,4,0.469000101089,1127,2
5792,24,1.15599989891,2491,2
6119,30,0.235000133514,621,2
5776,37,2.13999986649,5081,2
5873,-101,0.0469999313354,122,3
5570,-90,0.875999927521,1869,3
6155,-76,0.156000137329,368,3
5426,-70,2.56299996376,5385,3
5790,-60,0.68700003624,1344,3
5362,-50,8.37599992752,15425,3
5708,-44,0.203000068665,380,3
5512,-29,0.297000169754,694,3
5456,-19,2.51599979401,4760,3
5357,-3,2.06299996376,4239,3
5947,2,0.0620000362396,163,3
5581,15,0.343999862671,733,3
5937,24,0.218999862671,494,3
5900,26,0.218000173569,457,3
5858,33,0.203000068665,488,3
5861,-96,0.328000068665,715,4
5273,-84,1.375,2427,4
5683,-80,0.218999862671,519,4
5859,-69,0.734999895096,1561,4
5559,-55,0.296999931335,587,4
5875,-52,0.171999931335,382,4
5264,-41,3.11000013351,5864,4
5280,-31,3.95399999619,7418,4
5987,-14,0.483999967575,1017,4
5528,-10,1.18799996376,2516,4
5427,3,4.72000002861,8985,4
5816,7,0.063000202179,149,4
6039,23,0.0160000324249,45,4
5424,30,1.93700003624,3883,4
6308,39,0.0309998989105,59,4
5701,-97,0.280999898911,596,5
6166,-92,0.25,549,5
6136,-76,0.0469999313354,126,5
5876,-70,0.155999898911,307,5
6412,-57,0.0940001010895,199,5
6028,-48,0.391000032425,815,5
5244,-36,3.21900010109,6245,5
6033,-27,0.139999866486,370,5
6279,-19,0.108999967575,204,5
5666,-3,4.82500004768,9005,5
5585,1,0.71799993515,1375,5
5800,10,0.516000032425,1108,5
5799,19,0.369999885559,781,5
5862,30,0.0940001010895,196,5
5595,47,2.23699998856,4631,5
5430,-94,1.18799996376,2418,6
6170,-89,0.339999914169,737,6
5101,-76,0.75,1433,6
5286,-71,1.20300006866,2372,6
5611,-58,0.719000101089,1352,6
5427,-45,1.59399986267,3267,6
5967,-40,0.0319998264313,47,6
5862,-32,0.047000169754,92,6
5677,-20,0.266000032425,563,6
5287,-7,1.68899989128,3231,6
5810,4,0.391000032425,824,6
5569,2,0.18700003624,464,6
5858,21,0.155999898911,326,6
5648,25,0.713999986649,1313,6
5678,43,2.40599989891,4413,6
5534,-100,0.81299996376,1504,7
5996,-90,9.64199995995,18938,7
6130,-82,0.108999967575,268,7
5872,-80,0.233999967575,479,7
6232,-62,0.0620000362396,134,7
5393,-45,2.66899991035,4837,7
5006,-39,2.42199993134,4683,7
5939,-32,0.18700003624,390,7
5791,-19,0.875,1722,7
5934,-6,0.0469999313354,77,7
6124,1,0.0469999313354,76,7
5386,6,4.6099998951,8513,7
5898,12,0.43700003624,1016,7
5864,34,0.844000101089,1777,7
5896,46,0.219000101089,469,7
6172,-102,0.0309998989105,84,8
5511,-88,0.828000068665,1708,8
6011,-77,0.0629999637604,176,8
5559,-70,0.546999931335,1086,8
6130,-64,0.18700003624,378,8
5844,-50,0.281999826431,705,8
5745,-39,1.07800006866,2043,8
5324,-29,0.859999895096,1772,8
5798,-24,1.85899996758,3739,8
5729,-7,0.280999898911,599,8
5766,-3,0.468000173569,1139,8
5756,9,0.203000068665,412,8
5474,19,1.21900010109,2209,8
5357,29,0.858999967575,1712,8
6202,38,0.0309998989105,45,8
5616,-102,1.375,2819,9
5277,-89,1.53200006485,3104,9
6238,-79,0.0160000324249,44,9
5574,-66,2.59399986267,5285,9
5230,-59,0.780999898911,1563,9
5780,-47,0.828000068665,1795,9
5617,-34,0.233999967575,542,9
5553,-30,0.233999967575,536,9
5978,-18,0.155999898911,367,9
