Cost;Reset;Iterations;Solved;TimeInHC
2052.2;193.12;7629.56;100;240.749.000.549
2052.58;189.92;7686.21;100;301.822.999.716
2053.7;191.69;7423.3;100;272.792.002.439
2057.2;189.93;7498.99;100;274.811.000.824
2052.4;191.1;7809.05;100;289.778.998.852
2052.26;190.57;7655.82;100;280.417.001.247
2053.78;192.1;7610.47;100;220.450.000.286
2055.56;192.09;7489.8;100;179.945.999.861
2052.4;193.7;7485.41;100;168.245.999.813
