Cost,Reset,Iterations,Solved,TimeInHC
3687.26666667,66.3,7647.86666667,5[1.4559998512268066, 2.505000114440918, 0.9800000190734863, 1.054999828338623, 1.2929999828338623, 0.809999942779541, 1.7290000915527344, 2.621999979019165, 1.2090001106262207, 0.5469999313354492, 1.253999948501587, 0.5060000419616699, 0.8190000057220459, 2.06499981880188, 1.4630000591278076, 0.4850001335144043, 1.1770000457763672, 1.617999792098999, 2.250999927520752, 0.7189998626708984, 0.8270001411437988, 2.575000047683716, 1.7090001106262207, 2.2899999618530273, 1.1109998226165771, 1.3340001106262207, 1.3239998817443848, 1.8340001106262207, 0.6660001277923584, 1.4560000896453857]
