str(cost)+,+str(overCapacity)+,+str(Elapsed)+,+str(itt)+,+str(reset)+
2728,1.98220881737,2.49699997902,10500,120
3585,3.36828658254,1.19200015068,4791,69
3587,3.69059699007,1.33899998665,5330,86
3131,3.59938859901,2.19400000572,8721,105
3210,2.61672501328,1.15700006485,4681,90
3309,2.34698224339,2.21399998665,8951,106
3221,2.92677724503,1.85100007057,7608,95
2411,3.63538755058,1.78899979591,6853,156
2852,4.00397096233,2.20799994469,8478,149
2959,1.92326744112,1.8710000515,7740,112
