Cost,Reset,Iterations,Solved,TimeInHC
3919.28,62.47,6648.52,0,1.61714999914
3735.42,72.06,7613.71,0,2.01897000551
3577.15,80.91,8469.51,0,2.1317900157
3340.5,93.65,9240.56,1,2.29477000713
3096.38,109.33,10789.13,9,2.74606999397
2924.53,117.19,10980.41,12,2.7947500205
2747.4,130.59,11489.92,26,2.82453001261
2558.45,142.86,11690.85,61,2.89021998644
2434.87,152.11,12003.84,80,2.98213000774
