Cost,Reset,Iterations,Solved,TimeInHC
3589.85,72.85,8113.05,4[1.3269999027252197, 2.7320001125335693, 0.7650001049041748, 2.8289999961853027, 1.067000150680542, 2.009000062942505, 1.1570000648498535, 0.5869998931884766, 1.5679998397827148, 1.055999994277954, 1.7039999961853027, 2.0759999752044678, 1.930999994277954, 0.8599998950958252, 2.43999981880188, 1.9730000495910645, 0.36700010299682617, 1.440000057220459, 1.241999864578247, 1.439000129699707]
