str(cost)+,+str(overCapacity)+,+str(Elapsed)+,+str(itt)+,+str(reset)+
3630,31.9720605102,1.46399998665,5458,143
3643,11.3187881065,2.13499999046,7995,162
3583,28.9464589983,1.08599996567,3953,145
3443,19.1313755068,2.06299996376,7368,173
3629,15.3078059778,1.02300000191,3747,167
3761,1.9611685951,2.10700011253,7517,151
3633,29.1253874102,1.20200014114,4246,142
3573,10.694957772,1.46600008011,5168,145
3737,40.5225101139,0.927000045776,3359,117
3594,32.8366158094,1.56900000572,5917,152
3568,15.6596863069,1.16599988937,4138,157
4429,52.8421785493,1.26099991798,4920,96
3659,5.93030118083,1.25900006294,4514,133
3523,1.51991814048,0.977999925613,3370,143
3774,33.9940311577,1.21099996567,4365,148
3704,13.745113274,0.829999923706,3152,101
3597,21.3219211582,1.20399999619,4450,131
3545,11.058103949,1.18700003624,4161,159
3642,25.9670224061,0.97200012207,3607,151
3567,9.03406805571,0.854000091553,3122,127
3497,8.35475071892,1.46000003815,5201,132
3628,6.03369960981,1.6930000782,6391,129
3792,12.2891287297,1.34599995613,4924,137
3551,16.5703793932,1.61199998856,5859,154
3749,31.2793559649,1.33799982071,4769,144
3607,3.01492304404,1.64400005341,5740,125
3617,14.6792244644,1.11400008202,4005,139
3825,39.2047338303,0.861999988556,3115,111
3527,25.0708610295,1.81700015068,6472,159
3589,17.6371042183,2.17600011826,7600,129
3607,24.4367009613,0.895000219345,3310,156
3688,26.5901341579,1.31399989128,4720,159
3563,3.57812409301,1.39899992943,4809,150
3726,30.6395904981,1.13599991798,4130,121
3575,1.74831144391,1.74599981308,6048,148
3598,24.9913895409,0.844999790192,2984,137
3768,20.5526242079,1.10400009155,4030,132
3608,38.3015492253,1.85000014305,7092,134
3790,5.52899111785,0.727999925613,2668,132
3644,17.3500348605,1.23000001907,4322,128
3617,3.52905247799,1.10699987411,3811,138
3734,17.2244515153,1.27899980545,4458,147
3567,15.2953942697,1.57399988174,5758,134
3666,15.0676418774,1.54100012779,5812,143
3588,7.84577989417,1.15600013733,4142,131
3549,27.9449362065,0.987999916077,3509,142
3732,35.4832330236,1.23000001907,4487,126
3646,3.52319771451,1.26399993896,4640,144
3826,8.7371475807,1.47799992561,5448,140
3536,38.4785803201,1.34200000763,4875,168
3630,28.8527311173,1.84899997711,6728,129
3641,21.417144614,1.78299999237,6205,148
3758,23.2696787149,1.36999988556,5040,160
3588,14.4013910075,1.25900006294,4582,143
3661,7.99272186604,1.3180000782,4836,127
3708,56.1134043539,1.37200021744,5136,130
3575,4.62293107238,1.84700012207,6522,140
3558,15.125315869,1.02900004387,3606,143
3720,11.1755895312,1.28600001335,4642,122
3604,17.4997375045,1.16700005531,4162,134
3535,12.7237140142,1.25400018692,4524,140
3719,12.4340331281,1.47000002861,5332,127
3620,13.8033068347,1.33500003815,4724,162
3567,9.40711379963,1.54800009727,5548,141
3655,31.7917988758,1.1970000267,4165,137
3581,28.6660892467,1.51799988747,5355,133
3547,22.3077904613,1.58599996567,5666,149
3472,14.3068371156,1.41700005531,5013,146
3617,22.2167617448,1.88800001144,6879,135
3657,19.5076568263,2.74699997902,10689,141
3710,34.8961717936,1.10199999809,4017,115
3657,37.5246730623,1.67899990082,5948,133
3636,33.0090794368,1.62599992752,6020,118
3710,32.0333425398,1.01999998093,3725,132
3557,4.86272959983,0.96799993515,3374,134
3752,21.3623209567,0.867000102997,3222,127
3525,2.6851832639,1.00499987602,3469,130
3770,13.9280746702,1.61100006104,5560,115
3791,39.3140469285,1.15199995041,4304,112
3620,8.00388851968,1.25600004196,4405,104
3569,26.6764937721,1.44799995422,5230,126
3642,7.31122584816,1.47699999809,5343,146
3639,33.3540202791,1.02800011635,3617,149
3576,8.16066434564,1.43600010872,5177,139
3749,13.5433246992,1.40600013733,5042,139
3675,23.4159593451,1.66199994087,5904,161
3532,13.5297425288,1.85800004005,6658,152
3839,12.5538243565,1.60699987411,5882,107
3705,4.46053142576,1.21300005913,4526,122
3527,8.83515813309,1.89899992943,6704,142
3538,18.5260836571,1.09800004959,4023,134
3583,11.6648675372,0.819000005722,2941,138
3621,19.7045729914,1.50999999046,5548,138
3700,0.426453646933,2.45000004768,9005,110
3616,13.1427751122,1.12599992752,4043,127
3517,2.41277505929,1.04399991035,3655,141
3693,16.6584754783,1.33599996567,4747,133
3502,19.4602426002,1.6400001049,5770,147
3670,2.52551287681,1.30100011826,4395,149
3570,15.0455603859,1.60100007057,5693,142
3563,23.2824867391,1.27800011635,4564,160
3463,30.9482914395,1.11999988556,3947,155
3643,6.30500781721,2.01099991798,6928,151
3572,26.143015527,1.85400009155,6738,163
3516,5.05959649546,1.86500000954,6384,146
3799,26.2019463579,1.37800002098,5185,130
3623,22.3423842245,1.12699985504,4062,153
3462,11.1493315644,1.21100020409,4193,159
3675,16.6474734974,1.1850001812,4195,147
3641,18.4909535465,1.70600008965,6060,149
3635,1.63287002988,1.37000012398,5081,137
3774,33.4622888558,1.1930000782,4308,125
3660,25.1740558234,1.54199981689,5646,141
3678,29.5758648693,1.59899997711,5653,161
3679,14.052507365,1.4319999218,4968,150
3521,26.5714551977,1.75800013542,6398,145
3581,10.5046711875,1.64999985695,5711,152
3586,18.5448010664,1.0759999752,3775,126
3527,20.2354609183,1.492000103,5285,156
3613,11.2603645465,1.17500019073,4304,138
3600,27.6158123179,1.10299992561,4008,151
3537,19.0684704366,2.03900003433,7334,135
3724,51.3049613623,1.45799994469,5409,137
3540,9.87540410793,1.26300001144,4487,150
3577,27.7553824023,1.78200006485,6413,148
3567,12.3669699682,1.75600004196,6251,136
3578,38.4175864748,1.00699996948,3615,141
3532,11.4333434387,1.26699995995,4529,137
3655,25.3698799729,1.26600003242,4695,133
3409,13.7616918401,1.24499988556,4401,148
3583,19.0250046532,1.6819999218,5891,144
3641,8.11737579809,1.55100011826,5533,148
3568,28.512293468,2.08400011063,7751,162
3748,27.3843611478,1.55200004578,5559,151
3573,22.1472286805,1.22499990463,4304,166
3603,26.8989362352,1.117000103,3911,135
3623,8.34397269516,1.33100008965,4769,124
3535,25.5909356916,1.47900009155,5317,157
3565,29.1583190489,1.54800009727,5635,134
3578,23.2619794792,1.40500020981,5007,147
3662,24.4115117587,1.4319999218,5216,147
3732,15.9122311785,1.10400009155,4119,143
3672,2.003374712,1.09800004959,3936,126
3641,32.580833837,1.40899991989,5171,128
3629,0.466050053878,1.58500003815,5442,127
3608,18.2136832417,0.84700012207,3099,139
3803,38.7344057233,0.773000001907,2925,114
3615,5.59609770125,1.48300004005,5229,140
3651,20.8500487195,1.89400005341,6929,130
3550,18.6537835678,1.28800010681,4508,155
3700,28.0018109797,1.97900009155,7063,150
3569,17.026551117,1.75100016594,6100,146
3639,23.8900424145,1.37199997902,5118,149
3546,32.5210906189,1.55900001526,5665,129
3512,11.0287578908,2.0070002079,7035,161
3606,11.8149029791,1.20499992371,4296,149
3636,19.8695220658,1.33899998665,4792,124
3712,0.602284316186,1.31900000572,4727,136
3471,3.20578236234,1.20300006866,4216,145
3912,259.324808541,1.76699995995,6734,104
3539,17.0110636632,1.46300005913,5156,168
3595,24.5790486324,1.42600011826,5242,133
3534,27.3442271488,1.51699995995,5432,160
3622,4.47094116136,1.32899999619,4784,142
3479,0.834429077156,1.492000103,5239,142
3663,25.9682287488,2.41600012779,8873,130
3562,26.9247779605,1.51800012589,5526,146
3634,16.2383635802,1.23099994659,4350,128
3601,4.71417018555,1.60800004005,5588,135
3632,5.47486085511,1.34500002861,4694,127
3928,64.4356060968,0.926999807358,3651,98
3700,23.5999025563,1.51200008392,5616,131
3621,26.1972854577,1.32399988174,4815,145
3627,15.9987527653,1.04799985886,3916,108
3545,26.2918530393,1.70399999619,6089,165
3799,12.1784710051,2.13899993896,7480,156
3512,23.9672370537,1.60800004005,5743,161
3671,3.775429916,1.04800009727,3658,142
3659,24.3927135373,1.05500006676,3778,124
3597,21.3543573833,1.06200003624,3748,133
3632,27.1177798239,1.22099995613,4249,142
3747,16.0480204804,1.51399993896,5324,131
3544,10.7749913693,1.73199987411,6103,148
3673,5.92436539592,0.922000169754,3239,145
3547,9.99033162158,1.33300018311,4558,167
3802,12.8431117955,0.884000062943,3112,118
3715,6.34444215673,1.49399995804,5197,132
3709,18.9795146043,1.08699989319,3921,120
3749,8.47088990907,0.952999830246,3473,129
3595,18.6513912104,1.30400013924,4589,150
3857,21.4493281193,1.16199994087,4196,115
3605,15.2452258992,2.36199998856,8306,159
3550,25.3710495181,0.982000112534,3411,145
3704,33.7709856847,1.44099998474,5192,144
3679,27.178881363,1.80800008774,6482,141
3683,18.7687459693,1.41600012779,5151,136
3699,34.1211307589,0.945999860764,3224,139
3628,17.5176285211,1.36999988556,4876,161
3604,25.4810348746,1.25999999046,4631,133
3593,35.9662912885,0.994999885559,3699,143
3449,20.478735792,1.34899997711,4849,165
3661,8.99559100702,1.39599990845,4970,129
3563,26.5299549349,1.36999988556,4991,136
3579,8.91526777461,1.40499997139,4822,125
3741,16.7587681137,1.24900007248,4495,130
3477,6.70549117377,1.67900013924,5929,155
3471,14.9358226551,1.97400021553,6966,156
3802,29.8745716807,1.41200017929,5115,151
3662,10.7144329355,1.3029999733,4593,125
3710,7.93486461133,1.70600008965,6011,148
3672,33.3644722937,1.90599989891,6946,163
3697,14.9882146481,1.34800004959,4713,133
3642,28.3230338211,1.80400013924,6442,157
3567,0.543381006763,1.36899995804,4732,127
3888,2.71959930206,1.47099995613,5195,145
3702,12.4284160664,1.30200004578,4752,149
3519,5.29438113265,1.82800006866,6338,166
3840,19.4087314674,2.1210000515,7770,135
3855,29.5004147043,1.03500008583,3739,140
3590,12.0746993912,1.00099992752,3454,148
3596,30.8657368392,1.45199990273,5355,129
3686,22.4532688705,1.12300014496,3901,135
3623,15.0101275373,1.34300017357,4693,131
3671,10.0123444004,1.17899990082,4128,129
3460,0.928982433633,1.99300003052,6874,143
3482,31.9457181419,1.89400005341,6844,176
3632,18.2520844524,1.77500009537,6611,138
3762,36.2242762836,1.28200006485,4632,139
3627,20.693653382,1.19600009918,4227,152
3851,21.742763079,1.14600014687,4085,124
3613,26.135635795,1.57799983025,5676,131
3523,35.3173784573,1.507999897,5270,142
3481,25.4263264285,2.08499979973,7482,153
3737,23.2431370507,1.07800006866,3869,139
3537,10.0183528881,1.46099996567,5181,145
3665,18.5129389953,1.73699998856,6158,147
3653,11.322188269,1.34700012207,4640,143
3840,31.2421458088,1.18000006676,4271,127
3754,37.1756809732,1.24000000954,4427,159
3591,26.7196761079,2.2539999485,7967,166
3549,26.7531406271,1.2460000515,4607,160
3699,24.4290432175,1.367000103,4931,144
3569,5.72571158546,1.50199985504,5294,132
3584,15.0379567462,0.875,3162,122
3788,41.1072442766,1.34499979019,5028,107
3860,23.8299819622,1.33299994469,4737,127
3615,27.0022100618,1.94099998474,6902,156
3630,4.8286233109,1.20000004768,4193,130
3672,9.92162645606,1.39400005341,4919,137
3751,32.2608253976,0.965000152588,3631,129
3675,17.1772457856,1.54399991035,5883,133
3705,27.8127847469,1.34300017357,4821,131
3698,26.7793375807,1.39400005341,5187,124
3627,35.0369667699,1.1369998455,4123,132
3735,14.1404932674,1.77800011635,6356,123
3515,21.9740400547,1.58999991417,5708,146
3751,26.0652429002,2.03500008583,7303,147
3525,2.03434833187,1.25300002098,4352,133
3557,32.8005122527,1.46399998665,5267,153
3529,5.51534460237,1.50200009346,5235,153
3747,9.37948717282,0.944999933243,3452,112
3670,34.5854199624,1.19400000572,4508,127
3792,22.5510918877,1.6899998188,6152,139
3543,26.4867065953,0.996999979019,3628,140
3847,26.4362052849,1.38499999046,5271,117
3693,12.04026687,0.857000112534,3035,121
3696,33.146109746,1.30100011826,4842,142
3646,8.7699162095,1.3259999752,4689,129
3510,31.0993416623,1.36500000954,4949,142
3664,25.3505176924,0.915000200272,3313,128
3641,18.3762461721,0.986999988556,3600,134
3657,22.6693223314,1.06900000572,3848,124
3570,17.1312474792,1.90899991989,6594,144
3756,11.9569879988,1.10800004005,3898,128
3582,30.209944082,1.30399990082,4778,134
3829,33.9335021933,1.0560002327,3855,124
3628,13.4775836093,1.46099996567,5177,154
3590,26.3288467567,1.38100004196,5035,157
3728,2.26454850322,1.21200013161,4212,124
3712,12.2960076918,1.1970000267,4280,130
3718,22.5397701124,1.02999997139,3678,121
3707,29.3200314001,1.59699988365,5675,135
3624,14.9512246802,1.56199979782,5396,119
3458,21.0359578425,1.29000020027,4643,152
3583,6.00393754941,1.35500001907,4704,163
3641,28.2414504004,1.74000000954,6268,129
3560,24.9335767971,1.33200001717,4931,159
3577,17.3130693769,1.0150001049,3687,135
3498,21.6149408805,1.48199987411,5174,167
3491,2.67429057051,1.39700007439,4824,153
3569,35.0935037522,1.17600011826,4258,142
3515,18.6241461709,1.26300001144,4506,155
3719,22.1045525808,1.82100009918,6447,139
3740,11.5754971242,1.59400010109,5534,140
3798,25.072618457,1.04300022125,3864,145
3697,10.5287331607,1.37299990654,5007,139
3601,3.68808968094,1.98099994659,7164,133
3589,16.029636947,1.57500004768,5527,134
3779,19.8279773483,1.03999996185,3806,126
3575,12.5498421595,1.54600000381,5748,147
3468,38.1645478058,1.23300004005,4472,169
3721,10.7224395911,1.15700006485,4071,129
3716,14.4885326996,1.12400007248,3977,133
3759,17.9789933913,1.23600006104,4632,109
3674,7.71417721057,0.960999965668,3426,120
3556,6.68815697883,1.15100002289,4024,143
3766,16.460457136,1.38400006294,4966,127
3780,25.1358426947,0.931999921799,3412,124
3533,25.8084457868,1.38899993896,5014,154
3464,16.7498713416,1.6819999218,5821,146
3571,17.012586284,1.49400019646,5463,145
3525,8.35811033554,1.51400017738,5336,159
3749,26.635294762,1.53100013733,5679,162
3529,20.1607440387,2.43799996376,8644,165
3519,29.2324216566,1.49300003052,5232,169
3673,21.5345190676,1.09400010109,3977,142
3591,3.71580673555,1.33899998665,4827,138
3677,26.8799527647,1.1970000267,4443,123
3587,32.8176554064,1.09899997711,4034,134
3749,6.4116472664,1.18400001526,4180,120
3653,5.55419616894,1.30500006676,4641,147
3702,51.5956387869,2.44299983978,9226,117
3621,16.7283208748,1.15300011635,4280,133
3624,30.026785996,1.88499999046,6815,157
3500,7.97263194248,1.41299986839,4915,148
3481,11.1314308984,1.54099988937,5444,151
3706,7.5705494743,1.20799994469,4149,144
3719,13.7815800416,1.71299982071,6078,145
3751,9.59055876513,1.15600013733,4070,127
3499,6.72758310877,2.07800006866,7456,171
3530,15.8817426897,1.45399999619,5296,165
3593,6.30784923608,1.65799999237,6012,145
3561,39.6924495059,1.35400009155,5038,125
3532,37.8376750197,1.70300006866,6130,130
3763,12.2336371273,1.41499996185,5113,132
3548,30.6363611545,1.62299990654,5780,143
3700,32.1960096321,1.19099998474,4284,135
3934,4.3201063418,2.35499978065,8109,131
3557,5.96237910355,1.83200001717,6364,139
3487,13.3850553543,1.47999978065,5123,154
3741,25.9663366601,1.04999995232,3923,109
3667,21.6078391971,0.828999996185,2991,123
3599,37.2739591976,1.07800006866,4031,155
3639,38.9303210541,1.54699993134,5692,140
3523,1.21824626433,1.43400001526,4948,153
3634,2.15154113886,1.1970000267,4171,132
3762,20.8592503787,1.23199987411,4304,137
3917,10.0193091746,1.77600002289,6335,137
3584,6.20209514712,1.08200001717,3881,151
3686,29.6692732472,1.20000004768,4373,154
3479,22.42205917,1.31200003624,4792,167
3811,19.0307101124,0.792999982834,2963,108
3670,20.5892744766,1.32099986076,4794,126
3539,11.6533846707,2.05199980736,7217,154
3665,5.64477147464,1.30599999428,4715,135
3585,16.8536179783,1.32700014114,4896,148
3547,18.37123951,1.04500007629,3683,162
3599,27.190833801,1.56200003624,5480,141
3556,19.6386936311,1.32899999619,4664,149
3743,13.1804797506,1.52399992943,5581,125
3573,19.0274330081,1.6289999485,5936,152
3782,19.1585903711,1.35099983215,4726,149
3619,31.7800140488,1.51699995995,5627,156
3748,27.6581530959,1.15700006485,4251,142
3654,12.2188589203,1.12300014496,4070,157
3804,13.195660414,1.2349998951,4459,115
3435,24.694896134,1.94599986076,6786,138
3528,14.1797394842,1.25900006294,4550,143
3737,15.529599043,1.54500007629,5414,145
3756,15.0844163742,0.848999977112,3072,98
3693,12.4186993789,1.6130001545,5748,126
3460,3.17239756398,1.44799995422,5110,149
3574,21.3611978984,1.92100000381,6766,128
3690,5.08353267549,1.04700016975,3723,133
3807,13.5384896219,0.779000043869,2941,113
3893,21.4075928109,0.908999919891,3188,117
3671,21.6142536395,1.15599989891,4150,129
3568,26.8780235467,1.19099998474,4253,156
3575,24.2444110686,1.22699999809,4430,125
3747,12.8076436279,1.1369998455,3992,150
3546,18.7873645498,1.04799985886,3675,145
3538,3.93659380436,1.35399985313,4666,130
3783,27.0430461283,1.06799983978,3837,119
3583,17.1899729581,1.45000004768,5042,153
3654,8.56061953469,1.20700001717,4381,132
3796,10.2066896542,0.940999984741,3382,124
3701,28.3226955104,1.38800001144,4888,126
3597,1.09638815409,1.31799983978,4710,162
3678,32.3842441408,1.25099992752,4631,136
3532,0.373775739598,1.61599993706,5643,143
3765,17.4022227321,1.12400007248,3967,126
3611,4.78853819869,0.912000179291,3216,143
3831,21.9861477004,1.21900010109,4484,125
3475,8.77280950527,1.73600006104,6000,164
3680,10.9296362276,0.884999990463,3239,114
3621,5.55363654243,1.78200006485,6029,149
3663,8.60111642611,1.10799980164,3875,139
3556,5.27612079314,1.9399998188,6756,154
3590,8.37063419973,1.24300003052,4266,144
3731,44.6986397673,0.824000120163,3083,131
3530,3.97580383305,1.30400013924,4650,127
3597,16.5527574847,1.62700009346,5943,132
3757,22.1729746905,1.39800000191,5150,127
3810,5.14572897679,0.982000112534,3549,153
3713,25.1496939312,1.69199991226,6298,164
3822,20.729494657,1.86199998856,6984,121
3620,6.11404267318,1.73699998856,6004,111
3769,21.089166746,2.10899996758,7639,143
3686,36.924404754,1.09200000763,4015,127
3625,23.2506613472,1.43099999428,5111,172
3736,26.6990103947,1.18899989128,4289,145
3765,26.6276755475,1.78399991989,6310,150
3595,7.77505216177,1.23399996758,4363,131
3780,21.0648694784,1.15199995041,4059,150
3539,18.4120168706,1.44099998474,5028,135
3722,34.0888267435,1.72000002861,6339,162
3728,10.5489110124,1.19299983978,4293,119
3833,180.914916975,0.898999929428,3460,112
3554,40.4950459958,1.30599999428,4835,138
3590,6.60934185004,2.31299996376,7994,145
3601,29.381359676,1.41499996185,5255,141
3675,21.1828569698,1.52100014687,5366,133
3599,33.8952150849,0.811000108719,2918,158
3579,25.3433118399,1.94500017166,6921,150
3705,17.4544422144,1.49699997902,5391,151
3682,10.4669392504,1.04699993134,3720,127
3579,32.5577175225,1.27700018883,4813,128
3758,11.9628650412,1.73900008202,6398,128
3597,11.276278057,1.23699998856,4496,140
3501,6.96322314849,1.58500003815,5641,157
3602,32.6096270369,1.1819999218,4286,148
3463,4.50880291486,1.00900006294,3543,182
3641,7.49296815516,1.68400001526,5818,139
3713,0.0691712901403,2.02100014687,7373,144
3657,5.69284876534,1.19400000572,4165,141
3628,17.3399514964,0.839999914169,3140,131
3569,9.94665825589,1.24099993706,4373,160
3676,4.77421926572,1.45399999619,5100,136
3695,12.7957204187,0.753999948502,2701,118
3593,12.3619062458,1.59299993515,5548,130
3656,23.561727782,1.50699996948,5398,116
3612,5.32991937892,1.39300012589,4778,140
3802,7.94073431239,1.35699987411,4778,121
3771,29.1731425041,1.08399987221,3838,120
3606,12.5855653172,1.28900003433,4497,164
3656,27.7852254689,1.8149998188,6390,123
3578,9.52968981694,1.5529999733,5490,153
3589,12.6249110203,1.75300002098,6441,145
3675,33.0418672436,2.23200011253,8012,156
3534,22.6694319037,1.42000007629,5132,141
3806,5.42810269968,1.62299990654,5795,147
3679,13.9764976244,0.84500002861,3162,101
3512,15.4642345344,1.32299995422,4833,149
3690,28.401444988,1.0720000267,3947,158
3648,7.69936395876,1.78999996185,6332,143
3775,37.5537290018,1.10299992561,4102,124
3668,17.126092042,1.04999995232,3816,98
3491,21.1941554307,1.26300001144,4422,149
3636,38.3916191202,1.82999992371,6552,119
3679,5.49406392679,1.22899985313,4289,154
3775,26.8849781231,1.56299996376,6030,124
3650,9.38090943912,1.41300010681,5019,160
3662,10.6176410711,1.33899998665,4722,148
3597,26.810863643,0.950999975204,3480,122
3676,4.19409825551,1.30200004578,4531,127
3572,7.96472481391,2.10300016403,7352,141
3773,19.8735559874,1.09700012207,3927,140
3627,38.8856953413,1.34800004959,5134,128
3675,10.6182402672,1.73399996758,6144,139
3506,22.4553759685,1.50500011444,5416,153
3699,16.5404096483,1.59400010109,5561,149
3652,13.8634807899,1.4960000515,5343,140
3527,17.8772146039,0.829999923706,2956,147
3604,27.3255007328,1.36299991608,4919,140
3758,16.8600256929,1.0720000267,3893,112
3618,24.9782434476,1.5039999485,5246,143
3602,12.9514189986,0.878000020981,3123,124
3621,28.9874345213,0.941999912262,3381,137
3761,17.8774020392,1.13999986649,3968,158
3587,29.0645347611,1.42899990082,5123,157
3595,28.5169420376,1.6360001564,5737,132
3638,38.515940374,0.799999952316,2889,128
3724,15.5993709538,1.67599987984,5943,135
3549,6.28656895603,1.68099999428,6053,146
3507,22.5972383847,0.999000072479,3663,139
3535,15.8921840708,1.25500011444,4463,139
3456,16.4884220445,1.36500000954,4975,149
3735,15.2007971302,1.0720000267,3879,122
3727,13.7108479589,1.71199989319,6146,141
3533,15.0091502315,1.51900005341,5295,143
3609,19.4600720066,1.56100010872,5656,137
3636,34.865763136,1.15499997139,4092,136
3603,22.7230641255,1.3029999733,4728,126
3623,10.4558318346,1.87699985504,6649,169
3585,23.6313703297,1.27699995041,4523,116
3613,32.8115652923,1.08999991417,3957,118
3731,16.5390368254,0.891000032425,3131,126
3496,15.9165887483,1.43800020218,5021,139
3705,9.39010384885,1.32600021362,4750,126
3577,7.73034045054,1.31699991226,4722,134
3583,19.2574610108,1.65199995041,5895,157
3666,31.5514220233,1.26799988747,4509,134
3683,16.5459895501,1.3259999752,4401,129
3581,19.5177998613,0.855999946594,3067,138
3562,23.8460219265,1.18099999428,4394,123
3669,27.8674046482,1.31900000572,4875,147
3674,21.0348282801,1.98399996758,7195,132
3630,24.9005814325,1.2539999485,4395,151
3703,21.3031806683,1.51799988747,5259,144
3633,9.49151940421,1.58000016212,5557,133
3660,24.137348325,0.884000062943,3160,139
3603,12.3998537671,1.03399991989,3625,141
3677,12.4695248282,1.29299998283,4629,111
3569,14.7418184914,1.16899991035,4114,135
3630,1.58997362327,1.62399983406,5647,165
3706,20.0863471069,1.33800005913,4818,132
3810,14.5777783463,0.986000061035,3501,108
3599,26.0894799386,2.17299985886,7638,131
3642,5.45886463661,1.49099993706,5143,144
3572,12.391937409,1.83899998665,6624,151
3655,14.0979984648,1.11599993706,3864,146
3548,8.90611013852,1.26200008392,4429,163
3666,16.9578174385,1.30100011826,4730,151
3836,26.7595145921,0.891000032425,3374,119
3772,14.7202408587,1.11999988556,3853,110
3487,14.1412668923,1.8109998703,6372,152
3625,34.9799372637,1.55400013924,5626,169
3535,24.1420140044,1.27300000191,4404,136
3537,0.910430885745,1.37599992752,4753,150
3608,17.210975669,0.93700003624,3295,136
3723,13.6400317451,1.99699997902,7102,138
3596,18.6062852796,1.24099993706,4365,158
3619,15.0890048716,1.7009999752,5996,140
3646,29.4100004392,1.58899998665,5748,143
3613,18.7773455356,1.45700001717,5156,157
3573,12.4357854388,1.35800004005,4774,146
3746,29.7375403825,1.60800004005,5714,111
3577,28.1346899336,1.3679997921,4838,154
3806,18.4163654303,1.69099998474,6125,130
3727,12.5998331113,1.09699988365,3813,154
3605,35.1042507782,1.85300016403,6820,151
3573,16.1647467582,1.09999990463,3937,153
3502,3.39901755978,1.26999998093,4364,162
3747,6.34459035317,1.60500001907,5551,137
3821,5.65344043831,1.18300008774,4147,130
3757,11.763901804,1.28600001335,4658,106
3597,5.54043846823,1.47800016403,5218,149
3677,15.8673838352,1.03499984741,3735,118
3731,3.2263821524,1.51200008392,5269,141
3644,9.22359758067,1.63199996948,5673,126
3542,24.7589946662,1.45900011063,5099,140
3610,29.7355492208,1.53399991989,5815,146
3574,24.071048825,2.23299980164,8379,136
3601,30.0937987646,0.960000038147,3431,147
3536,33.955092149,1.12200021744,4098,133
3699,12.6954036949,1.17200016975,4250,129
3641,15.289662984,1.05500006676,3811,135
3622,20.3090967144,1.4439997673,5506,144
3693,14.144809004,1.71200013161,6350,143
3573,9.75688889766,2.50099992752,9439,133
3629,26.6519446046,1.56599998474,5527,165
3750,32.166463628,1.34099984169,4814,138
3685,21.6958379372,1.28999996185,4632,133
3617,10.3403556447,1.97500014305,6982,157
3631,40.2736238926,1.16199994087,4131,140
3551,9.19969046673,1.91199994087,6718,143
3704,17.5050534425,0.845999956131,3014,123
3731,15.6074137483,1.36000013351,4856,118
3618,27.8512048783,1.34700012207,4996,140
3691,8.13727283689,1.52099990845,5437,130
3616,27.7573365576,1.94799995422,7102,142
3723,39.239636131,1.08500003815,4077,149
3795,23.75671191,1.58099985123,5675,117
3827,11.0018749332,1.08500003815,3803,121
3631,22.6293069974,1.37800002098,4748,134
3589,24.3247733758,1.33999991417,4808,148
3599,11.2451269057,1.41199994087,4933,141
3696,2.39076545153,1.23900008202,4456,138
3638,20.5476875461,0.875,3123,137
3581,28.3553623366,2.04100012779,7364,149
3659,31.4075836905,1.00099992752,3720,125
3640,13.112356618,1.11500000954,3904,115
3578,4.88293146433,1.50999999046,5469,142
3566,2.70680842772,1.6740000248,5932,150
