Cost,Reset,Iterations,Solved,TimeInHC
3378.15,89.35,10565.5,1[0.9660000801086426, 1.382000207901001, 2.132999897003174, 1.5520000457763672, 1.2599999904632568, 2.1050000190734863, 1.741999864578247, 0.9109997749328613, 2.759999990463257, 0.8619999885559082, 2.1419999599456787, 2.1039998531341553, 2.182999849319458, 2.561999797821045, 2.190000057220459, 2.430999994277954, 2.1669998168945312, 1.4709999561309814, 2.8339998722076416, 2.5]
