Cost,Reset,Iterations,Solved,TimeInHC
3866.0,54.6333333333,5932.0,0[0.7640001773834229, 2.068000078201294, 0.309999942779541, 2.434000015258789, 0.3580000400543213, 0.7139999866485596, 1.1110000610351562, 0.44700002670288086, 0.2389998435974121, 0.4049999713897705, 2.239000082015991, 1.5120000839233398, 1.1579999923706055, 1.4890000820159912, 1.193000078201294, 1.1700000762939453, 0.35899996757507324, 0.8570001125335693, 0.6499998569488525, 1.2730000019073486, 0.6520001888275146, 0.7579998970031738, 1.2689998149871826, 1.056999921798706, 0.5350000858306885, 1.684999942779541, 1.7659997940063477, 1.7020001411437988, 0.9839999675750732, 0.4089999198913574]
