str(cost)+,+str(overCapacity)+,+str(Elapsed)+,+str(itt)+,+str(reset)+
2136,13.8904857204,1.62599992752,6192,175
2221,4.08251230502,2.31299996376,8666,169
2188,20.3142904379,1.52900004387,5718,156
2158,7.59471251207,1.82299995422,6575,197
2132,28.3723248088,1.91600012779,7046,166
2132,15.3464685355,1.97200012207,7604,196
2097,12.8477405821,2.21500015259,8006,208
2114,10.7034160907,2.19400000572,7826,194
2187,11.8199281426,2.53199982643,9338,185
2094,26.5965979277,2.04099988937,7176,199
2148,7.23387025159,1.9399998188,7207,162
2211,19.860092434,1.91199994087,7058,159
2090,12.1454988024,1.64400005341,5966,200
2243,16.5205104462,1.22899985313,4663,157
2126,18.3626790683,2.39899992943,8716,178
2178,14.0616838233,1.47799992561,5547,176
2094,9.52066308823,2.02600002289,7414,170
2058,16.0297191319,2.14599990845,7754,208
2087,17.4927063218,2.45700001717,9073,204
2199,20.5240786182,2.19799995422,8398,184
2230,15.2510465664,1.90799999237,7010,159
2146,5.71391350904,1.11299991608,4086,160
2129,7.72258668355,1.37699985504,4944,161
2136,11.198250456,1.58299994469,5826,191
2085,19.1144939245,2.02999997139,7455,181
2058,11.606585414,2.96399998665,10301,193
2146,6.83795186764,2.02500009537,7358,181
2182,12.795274444,1.69799995422,6263,168
2159,5.84207536322,1.27399992943,4554,177
2103,17.5502513787,1.83800005913,6815,186
2130,12.9255877873,1.74000000954,6492,171
2278,21.443465544,1.33599996567,4964,178
2166,24.1026775963,2.23000001907,8318,208
2119,7.89541855461,1.54799985886,5632,180
2205,0.779239274666,1.75999999046,6741,192
2131,15.9494915197,1.64400005341,6102,188
2135,13.3175588073,1.74099993706,6092,178
2069,8.99478227965,1.94199991226,7045,176
2183,9.27583560162,1.69899988174,6131,156
2088,24.0719734076,2.11400008202,7220,190
2132,16.4917199322,2.00600004196,7197,174
2143,8.22563388207,1.47300004959,5366,182
2173,27.8690704649,1.18300008774,4266,170
2099,2.84657301606,1.93899989128,6931,178
2078,16.0552869877,2.32399988174,8378,169
2152,9.58736971928,1.69799995422,6145,184
2102,17.7073468478,2.97999978065,10725,187
2230,21.3106643811,1.42699980736,5067,168
2279,15.76883639,2.13800001144,7740,150
2058,6.64659657316,2.58099985123,9209,201
2168,5.46092747077,1.45499992371,5289,182
2183,15.8632477601,1.8900001049,6812,183
2074,18.4845755455,1.91700005531,6968,185
2166,14.26603943,1.44000005722,5143,179
2172,22.5677801474,1.97900009155,7247,188
2287,4.94785039424,1.15699982643,4202,162
2094,15.6493194369,2.36699986458,8357,194
2176,21.3351187649,2.31900000572,8611,195
2204,6.14369851247,1.65700006485,6217,155
2146,11.7574024638,1.45600008965,5211,172
2071,11.7891598643,2.77099990845,10118,190
2079,16.1245275156,2.34599995613,8743,180
2229,9.22653089125,1.41200017929,5250,167
2299,8.78905169305,1.10500001907,4080,154
2136,17.8377487369,1.8900001049,6902,193
2140,15.7716153797,1.77700018883,6539,184
2117,7.37478189196,2.40799999237,8648,183
2120,22.9653561286,2.67299985886,9605,197
2124,9.44482310662,2.8259999752,10373,192
2219,13.1029035461,1.40400004387,5102,152
2120,9.57347745953,2.29699993134,8405,190
2154,24.063738765,2.18400001526,7892,190
2151,17.5312043619,2.04799985886,7426,186
2232,13.2554055629,1.06500005722,3940,158
2126,18.4269306936,1.65899991989,6018,188
2200,20.2731119898,1.23799991608,4570,167
2148,12.8948617349,1.67999982834,6207,155
2210,15.309574351,2.47899985313,9025,168
2109,13.4102693675,2.67600011826,9606,172
2147,3.94896393984,2.21799993515,8236,197
2086,23.3785566758,1.93099999428,7174,198
2053,6.76481077145,2.44900012016,8736,166
2139,2.11221607326,2.53600001335,9408,203
2137,5.76323853846,2.26600003242,8110,199
2140,24.2630687666,2.16100001335,7643,181
2136,18.8232393336,2.22399997711,7975,158
2121,2.8916167227,2.84800004959,10839,200
2076,11.2200882418,1.77300000191,6505,196
2162,4.25795547113,1.25099992752,4674,174
2203,3.93314501452,1.85599994659,7034,174
2069,19.001432847,2.27300000191,8504,169
2111,1.27271459209,1.75500011444,6258,182
2157,12.7148628728,2.03600001335,7211,205
2081,3.97388543673,1.91599988937,6539,195
2061,5.45451794011,1.83700013161,6589,176
2312,6.04961447775,1.49000000954,5244,159
2126,24.5398991297,1.52899980545,5435,168
2309,15.0057270852,0.999000072479,3775,158
2260,4.02662635805,1.22000002861,4588,168
2104,16.3203165908,1.82999992371,6800,162
2109,7.87059291723,2.14399981499,7714,188
2284,19.7706187648,1.94499993324,7149,179
2146,6.32131139371,2.28699994087,8385,182
2110,14.5922561745,2.2650001049,8265,180
2237,11.0933306126,1.07099986076,3938,162
2095,18.9016337794,1.96300005913,6968,176
2150,19.3752249807,1.8220000267,6635,159
2065,9.64751956141,1.54200005531,5508,193
2161,5.85435129085,1.24000000954,4624,147
2166,21.3468417912,1.48200011253,5351,170
2210,6.09468168237,1.38700008392,5167,160
2191,22.9551496538,0.962999820709,3439,171
2127,21.5625966444,1.81699991226,6858,187
2159,4.14306916802,1.71300005913,6276,174
2180,14.5003897361,1.60199999809,5706,177
2162,6.94206850524,2.01699995995,7420,164
2100,20.102272296,2.27399992943,8503,199
2099,4.56127000173,2.20800018311,8172,182
2144,8.83543377153,2.29500007629,8650,184
2087,3.90183802264,2.20299983025,7843,200
2171,7.64631434015,1.65899991989,6077,153
2294,3.24867142983,1.40199995041,5143,179
2127,9.51981445349,1.56100010872,5624,160
2336,30.9767294739,1.3180000782,4905,173
2091,11.5450262175,2.10100007057,7679,173
2081,14.6879524242,2.28700017929,8075,203
2142,1.51741917633,2.32100009918,8459,174
2100,12.5525297871,2.3630001545,8847,177
2088,5.57736915194,2.35500001907,8571,196
2089,19.0320737599,2.51499986649,9196,202
2157,12.7176562383,2.30799984932,8176,188
2178,17.2375998677,1.41899991035,5200,175
2126,2.91225612475,1.97399997711,7061,175
2083,19.141357783,2.31199979782,8268,182
2178,9.40145178429,1.93600010872,7402,163
2133,9.1262428353,1.67000007629,5945,178
2149,5.2372543233,1.71099996567,6176,178
2118,16.9349777951,1.54299998283,5730,165
2190,11.2025360721,1.50599980354,5564,157
2108,11.8393236551,1.96099996567,6979,179
2181,20.207237835,1.56599998474,5975,165
2254,14.9778187427,1.23200011253,4733,166
2166,17.1598771381,1.55800008774,5804,183
2306,2.78720556627,1.14300012589,4398,143
2109,1.09653155142,1.66599988937,6100,182
2174,18.8318481434,1.89100003242,6981,187
2143,15.1915250777,2.20700001717,8000,179
2134,7.63199852244,1.74399995804,6439,180
2129,15.2774138927,1.50900006294,5431,163
2109,21.4377697417,2.14999985695,7817,192
2218,11.2606986728,2.61100006104,9479,182
2176,20.2917337214,1.20300006866,4222,162
2097,17.1162952508,2.17000007629,7786,182
2099,7.98427601611,1.43300008774,4828,188
2179,8.01490170964,2.34699988365,8590,190
2096,10.853197168,2.09599995613,7703,186
2159,12.8268959063,2.00600004196,7087,189
2105,21.7465794107,1.9279999733,7026,201
2051,16.2371652355,2.30399990082,8531,197
2091,5.55618885378,1.95900011063,7304,182
2090,29.2414126464,1.59400010109,5905,173
2159,8.89645057501,1.79800009727,6475,190
2096,23.9044893047,2.38400006294,8628,179
2139,9.75269215377,1.68799996376,6161,172
2175,15.4239412715,1.66300010681,6047,175
2054,26.3915606508,2.44999980927,8829,192
2129,12.3122840271,1.42299985886,5081,182
2135,5.62383107375,1.5720000267,5784,185
2135,18.7898744036,1.94599986076,6973,157
2118,9.08067466192,2.42100000381,8767,179
2222,6.52297413237,1.6289999485,5982,169
2288,23.196353274,1.45300006866,5337,176
2201,27.6925927074,1.57699990273,6076,168
2062,18.1531457379,2.05499982834,7626,167
2165,13.1478018076,1.32100009918,4705,174
2092,17.8896550911,2.62400007248,9367,190
2133,14.8282140539,2.875,10635,197
2186,7.81650675435,1.79299998283,6768,159
2208,19.1221100778,1.35599994659,4918,173
2119,7.10670089703,2.71500015259,10125,205
2109,4.70635874698,1.85800004005,6743,198
2120,20.2571090118,2.07899999619,7631,180
2082,14.0114797441,2.20100021362,7960,186
2137,3.86671806471,2.76099991798,10059,182
2126,20.4398547839,1.49000000954,5402,172
2124,18.4790466032,2.01599979401,7235,176
2268,8.87719438255,1.42499995232,5300,172
2112,20.6974514586,1.95600008965,7228,173
2075,9.75170422936,2.13099980354,7894,188
2129,18.0651345536,2.34400010109,8590,171
2216,11.5878606686,1.61899995804,6250,168
2070,23.9642881652,2.46299982071,8823,202
2141,11.4628304778,1.92899990082,7302,190
2112,28.6322232975,1.96700000763,7172,164
2100,20.6928227067,1.67900013924,6273,190
2163,2.46404507188,1.34200000763,4865,165
2159,7.84252697577,1.83800005913,6736,172
2177,5.56280766448,1.85000014305,6800,183
2211,16.8429165532,1.64600014687,6100,177
2106,19.6969874464,2.007999897,7335,198
2128,15.6091642591,1.66499996185,6254,190
2191,15.4257238561,1.50200009346,5613,164
2145,1.62806678049,1.52699995041,5474,174
2184,13.1410283174,1.16100001335,4198,182
2126,22.2683755251,1.67599987984,6463,161
2137,0.873118285401,1.43700003624,5230,160
2126,13.1038281454,2.01600003242,7332,193
2155,4.08146353189,1.30000019073,4664,176
2138,13.0211983626,1.67000007629,6121,189
2169,15.9545550513,1.79400014877,6672,191
2135,5.39108740604,1.47000002861,5455,159
2162,19.7648849391,1.77600002289,6534,168
2090,18.8960979421,2.04299998283,7253,192
2162,11.2952220776,1.6779999733,6131,179
2181,16.3837767307,1.55100011826,5704,169
2127,8.76185775731,2.68400001526,9742,175
2097,3.64301854974,1.73600006104,6240,183
2117,21.4179201345,1.46300005913,5301,159
2211,11.757903869,2.03899979591,7298,171
2239,18.140853594,1.14899992943,4107,173
2121,13.6819349178,1.77300000191,6478,185
2120,13.4645007167,2.10100007057,7541,198
2168,16.3424494812,1.38999986649,5021,158
2249,8.61042421588,1.22499990463,4457,179
2095,6.85569354432,1.3069999218,4818,158
2190,17.3951512,1.26200008392,4685,170
2114,11.7411022625,1.85100007057,6887,180
2044,13.8865807605,2.18499994278,7894,190
2444,8.61422014999,1.01700019836,3911,127
2094,7.38874509214,2.38499999046,8609,205
2138,12.5493306362,1.38999986649,5181,158
2115,13.3103110685,1.70899987221,6267,179
2139,1.89124123216,2.44099998474,9009,200
2146,13.2105254396,1.97699999809,7359,189
2152,18.2154991729,2.0720000267,7784,185
2125,17.1771841756,1.92600011826,7112,190
2142,7.89924864395,2.22000002861,8258,185
2171,13.3940323917,1.59500002861,6018,181
2082,6.44718066038,2.49500012398,8856,179
2089,2.88763170881,2.45799994469,9097,212
2166,11.8044946841,1.35300016403,5006,179
2252,16.8428974789,1.35899996758,4964,157
2160,18.3346476926,2.21499991417,7757,176
2201,6.53588868376,1.75599980354,6309,170
2107,6.17402939181,1.85199999809,6898,180
2114,20.9154675672,1.59299993515,5829,183
2109,4.58714454491,1.70000004768,6152,158
2124,11.4777072341,1.88199996948,6759,175
2457,22.9970426743,1.54300022125,5645,151
2085,18.807889648,2.25,8306,182
2080,28.2652897564,2.31500005722,8598,189
2068,2.30584051841,2.22900009155,7952,203
2136,8.35572050651,1.73599982262,6472,166
2188,8.60067360276,1.7349998951,6370,179
2087,18.6422258954,2.34100008011,8468,199
2149,3.48882745818,1.58799982071,5866,178
2085,1.23988881049,2.50599980354,9020,178
2188,16.8342508645,1.5529999733,5750,171
2099,14.2346624049,2.2650001049,8020,187
2132,18.6782130243,1.68000006676,6163,159
2100,11.7108587693,1.72099995613,6304,178
2290,23.9419837434,1.61199998856,5955,165
2084,12.9241246308,2.34099984169,8935,195
2078,21.3537928551,2.00600004196,7280,182
2080,20.5218696374,2.20399999619,8029,173
2228,18.124262395,1.70900011063,6281,164
2186,8.09268756005,1.70599985123,6538,195
2150,17.5954480397,2.77399992943,10485,181
2132,18.1575769577,1.52499985695,5598,195
2136,12.2168733597,1.94899988174,7283,187
2150,16.9327805849,1.71900010109,6278,175
2203,9.28890510838,1.24799990654,4590,153
2208,10.5403488359,1.39499998093,5134,186
2143,9.54243951877,1.91400003433,7191,197
2141,0.655744308718,1.35599994659,5036,172
2102,20.9365795653,2.28299999237,8617,178
2095,11.7866242146,2.30399990082,8481,182
2126,10.2731797001,1.3710000515,5143,172
2095,18.2238365603,1.8599998951,6818,186
2079,6.92973453978,2.28299999237,7951,174
2104,15.2973558438,1.84700012207,6703,176
2171,16.1887388708,2.16199994087,7899,189
2174,18.0606602818,2.18899989128,7994,178
2066,16.1702423624,1.99899983406,7349,184
2089,4.30267624713,1.97699999809,7063,181
2095,8.52302747189,2.22299981117,7833,181
2100,20.3275454624,2.382999897,8666,180
2051,7.56570576218,2.21600008011,8201,198
2077,10.8826452346,2.65799999237,9415,202
2127,8.07011321964,1.84999990463,6818,191
2108,18.2197028093,2.01999998093,7537,177
2115,17.3205117651,1.67300009727,6222,178
2118,25.4208807522,1.43300008774,5397,166
2129,10.3072268862,2.01799988747,7796,165
2132,6.56929691943,2.43299984932,8736,178
2055,8.15199618882,2.24000000954,8017,189
2240,21.1104324224,1.24399995804,4605,160
2055,19.7570535281,3.13100004196,11236,175
2126,15.5052019792,2.0759999752,7862,168
2159,4.66786639649,1.90700006485,7276,188
2082,20.5016976811,2.60100007057,9561,185
2113,14.737831365,2.37199997902,8518,195
2060,12.6038982334,1.96399998665,7197,202
2154,8.75156234615,2.35199999809,8813,173
2113,0.25363796965,2.14199995995,7982,215
2071,22.2113902078,2.38399982452,8972,168
2118,22.9455921838,1.65199995041,5918,176
2095,21.3588787589,1.84400010109,6691,166
2868,48.9271085297,2.40700006485,8964,129
2167,20.7269348134,2.41400003433,8791,174
2121,24.4629949121,2.10899996758,7794,182
2216,16.9596196246,2.14899992943,8014,190
2100,23.2661460675,2.05199980736,7580,167
2167,1.4289380318,2.18700003624,7900,186
2052,13.8516302694,2.26900005341,8184,181
2079,12.8779990428,1.85100007057,6569,186
2135,13.8624363328,1.99099993706,7132,173
2139,18.7802080361,1.94400000572,7124,189
2154,10.3352500487,1.73699998856,6550,171
2085,1.57715340078,2.26999998093,8288,170
2090,7.55811153221,2.56500005722,9639,206
2129,10.133474195,2.02200007439,7582,190
2202,18.6357729927,1.69199991226,6277,194
2191,10.0856240915,1.75999999046,6407,191
2148,6.0946183402,1.11299991608,4059,160
2112,18.0067150168,2.60500001907,9403,195
2152,3.88258541575,1.31599998474,4848,167
2178,17.0946506078,1.74799990654,6272,167
2110,8.41721602936,1.97099995613,7170,186
2183,9.588790612,1.50800013542,5406,178
2198,9.46343868731,1.67599987984,6316,190
2116,20.0119956967,1.93400001526,6963,179
2121,1.73573582671,2.33700013161,8368,171
2080,15.3168423622,1.77699995041,6461,186
2074,25.322377699,2.52500009537,8959,202
2102,11.4460559353,1.95300006866,7315,200
2150,2.73304551272,1.40600013733,5367,193
2178,12.9298550122,1.62000012398,6138,172
2070,20.1881798704,2.15300011635,7995,202
2094,13.3961212093,2.14800000191,7977,198
2132,21.5639989328,2.27100014687,8015,185
2070,7.63981304971,1.83500003815,6532,190
2186,19.9333135604,1.83699989319,6677,182
2208,15.5364096795,2.13599991798,7993,196
2124,15.5034700713,2.27399992943,8458,179
2371,4.22297383865,1.31500005722,4991,160
2071,0.968803017231,2.75600004196,10143,181
2136,13.0367550538,1.79999995232,6298,199
2110,8.34527553619,1.71899986267,6223,175
2142,9.85125775631,1.65399980545,6269,170
2069,15.3986658243,2.24500012398,8064,209
2140,8.8472680492,2.03600001335,7339,184
2141,1.62108669262,1.96600008011,7018,186
2087,9.31991626654,1.77900004387,6497,177
2129,11.8993537221,1.74300003052,6449,170
2132,14.5105687768,1.69000005722,6348,192
2186,24.5892328823,1.75099992752,6560,180
2201,7.17288141179,2.57800006866,9383,198
2132,13.5602863816,1.66100001335,6241,191
2163,17.1910151289,2.31799983978,8351,165
2260,19.8644906949,2.18400001526,7987,190
2207,3.5527360693,1.72699999809,6318,173
2123,2.36700477309,1.65599989891,5938,156
2125,10.3542982816,2.04600000381,7434,174
2105,14.6115413961,2.47900009155,8960,169
