str(cost)+,+str(overCapacity)+,+str(Elapsed)+,+str(itt)+,+str(reset)+
2147,0.936461380186,1.83000016212,6894,191
2078,9.61172628221,1.83100008965,6667,188
2116,27.7473411947,1.86800003052,6844,156
2165,15.1116536374,1.70300006866,6224,172
2130,19.2888489148,1.93099999428,7336,186
2135,12.9969853763,1.42800021172,5230,172
2145,5.71600099904,1.81500005722,6773,181
2186,7.96818945223,1.68300008774,6229,171
2154,10.7861766006,1.46799993515,5380,173
2202,4.75219405612,1.74499988556,6459,172
2077,12.086634732,1.71999979019,6220,193
2175,12.5741450467,1.34700012207,4803,173
2102,14.1169801107,1.93600010872,6976,195
2154,19.2348786023,1.58900022507,5797,184
2122,19.6355961623,2.15199995041,7788,197
2154,17.76891507,2.36299991608,8548,172
2090,13.6828532709,2.29699993134,8250,208
2172,15.8082987471,1.76899981499,6502,161
2190,5.97378673893,1.67699980736,6236,180
2147,9.62924430908,1.59599995613,5690,156
2175,14.3987465285,1.14999985695,4162,174
2148,13.6651348857,1.44200015068,5142,179
2168,25.5700516301,2.10000014305,7707,167
2095,7.43181559788,1.89700007439,6811,187
2140,13.144659568,2.0,7799,194
2082,19.6161668989,2.46799993515,9171,182
2121,9.35069206868,1.25099992752,4583,182
2149,4.95129372429,1.65700006485,6167,183
2180,8.87131897253,2.0150001049,7869,183
2186,19.5480859167,2.21199989319,8255,172
2125,4.40534473579,1.99599981308,7013,193
2126,18.970234856,2.10500001907,7497,192
2186,18.1970900469,1.73900008202,6313,173
2160,13.6000819463,1.72099995613,6352,166
2120,15.5482306445,2.19900012016,8056,191
2170,13.2809618191,1.55099987984,5702,188
2172,14.0543064445,1.93000006676,6944,197
2157,10.7735085539,1.76999998093,6188,213
2119,1.76319501938,1.67199993134,5988,180
2085,2.10999412522,2.19499993324,7841,225
2151,9.16020798464,1.36900019646,5022,172
2065,6.33476393429,2.38199996948,8686,196
2192,19.8560155133,1.9509999752,7423,167
2268,14.7720007703,1.78699994087,6490,168
2117,4.17628171844,1.91700005531,6997,202
2280,8.89041202397,1.20300006866,4509,156
2040,18.9190093814,2.23399996758,8015,182
2170,13.3225070211,1.86099982262,6835,165
2101,8.17512995278,1.90199995041,7190,173
2197,11.1637823518,2.07399988174,7886,198
2112,14.2572272998,1.62599992752,5992,167
2123,8.68272339395,1.91899991035,7253,173
2102,8.78895674918,2.34599995613,8591,175
2088,18.8045052638,2.65899991989,9786,178
2113,4.85753413543,1.71300005913,6156,181
2123,15.6356270208,1.59599995613,5973,195
2203,5.63783364437,1.24699997902,4630,167
2126,14.2833419378,1.50999999046,5567,167
2200,17.992893786,1.71399998665,6396,165
2099,13.4776159607,1.87300014496,6922,184
2063,10.6513802167,3.21500015259,11357,203
2097,7.13846592605,2.2460000515,7998,169
2073,14.9464798453,2.71399998665,9297,198
2111,10.7227133211,1.89399981499,6575,198
2116,17.5137179867,2.35199999809,8432,178
2124,13.1818850982,1.77200007439,6278,174
2109,4.24529091641,1.90899991989,6834,205
2148,8.18060777231,2.52699995041,8959,184
2142,19.1658856484,1.85700011253,6857,180
2151,4.66229017314,1.68400001526,6280,165
2114,17.2729894523,2.125,7697,202
2215,11.5469197721,1.47300004959,5518,176
2071,0.414448839799,2.46600008011,8531,178
2089,2.58948833152,2.06500005722,7580,206
2090,4.90496093617,2.2650001049,8153,202
2221,4.7784822571,1.01300001144,3752,172
2098,13.2385449015,1.84500002861,6388,189
2381,23.2489198336,0.995000123978,3568,134
2100,24.3306154291,2.22399997711,7714,198
2288,3.21227101663,1.54600000381,5728,153
2108,21.9847327704,1.82699990273,6478,155
2241,21.2762392163,1.76600003242,6181,194
2140,17.0456011305,1.43799996376,5087,172
2138,23.2073729311,2.72799992561,9372,176
2132,22.7124492643,1.61999988556,5619,164
2131,7.71084615436,2.39700007439,8542,167
2224,5.89887847614,2.14599990845,8147,171
2199,5.38902884039,1.57199978828,5559,201
2170,21.8770495318,1.47000002861,5489,218
2145,8.41649218891,1.27900004387,4711,165
2162,7.29500488077,1.75200009346,6287,174
2103,18.5212078385,1.77200007439,6277,186
2218,13.7999762294,1.28400015831,4690,180
2114,9.72569555905,2.17900013924,8023,188
2049,21.1586059141,2.64400005341,9600,188
2109,31.055035845,1.38999986649,4885,190
2130,18.9860290909,2.31999993324,8207,170
2274,11.9976447439,1.33999991417,4785,147
2196,25.0688116503,1.50099992752,5535,171
2129,0.314341366321,1.79299998283,6431,174
2132,15.2092218651,2.10500001907,7456,181
2134,22.6439291972,2.41899991035,8608,194
2068,15.0361814247,2.06999993324,7503,173
2056,21.3820612454,1.8869998455,6786,160
2184,9.93850423624,1.97499990463,7593,164
2139,7.01921588516,1.68499994278,6168,174
2068,22.4833577394,2.43099999428,8938,176
2070,9.20306827351,2.05500006676,7659,190
2120,23.2327136153,1.54699993134,5500,204
2106,7.15504895618,1.7009999752,6136,176
2115,3.35934222471,2.00999999046,7242,182
2126,11.6424026556,2.18899989128,7980,182
2069,16.9379357512,2.68400001526,9584,210
2139,10.765895843,1.46700000763,5353,166
2093,16.2377377767,2.34500002861,8269,176
2082,21.6508746283,2.08800005913,7818,201
2086,18.6062998316,1.78299999237,6413,187
2159,8.43219915031,1.63199996948,5988,176
2290,24.8063540015,1.66800022125,6327,151
2087,6.23966538041,2.33299994469,8588,188
2104,25.9574097809,1.55800008774,5833,187
2111,5.18442863969,1.81799983978,6645,203
2098,10.9955295421,2.34000015259,8670,193
2128,22.4821984128,1.85400009155,6647,179
2148,10.5664278503,2.03800010681,7412,192
2136,15.7305212386,1.93099999428,7078,198
2130,13.4267012578,1.95600008965,6843,185
2151,9.1995115536,1.47699999809,5191,172
2092,22.9105663301,1.47500014305,5156,176
2069,11.3751424127,1.73700022697,6152,167
2198,22.9040880361,2.12400007248,7558,167
2215,2.61145702102,2.14800000191,8006,172
2105,14.7402081917,1.91299986839,6610,191
2110,12.684128898,1.59100008011,5471,183
2081,11.100752039,2.2389998436,8411,159
2090,21.8923325854,2.3029999733,8475,181
2109,21.218766886,1.71300005913,5924,184
2166,9.03864838764,2.65899991989,9594,169
2119,4.83065365032,2.44599986076,9090,206
2116,12.2324423444,1.41900014877,5165,185
2122,2.07645512779,1.44499993324,5199,185
2104,23.5408171732,2.37099981308,8452,193
2085,5.37785351202,1.87999987602,6687,187
2084,17.1306232011,1.59800004959,5509,193
2126,24.523752409,1.53200006485,5396,198
2131,15.1656308142,1.66799998283,5745,176
2194,19.4893505775,1.03299999237,3831,153
2064,13.5199167953,2.29799985886,8441,187
2097,8.95871232363,2.74300003052,10047,192
2166,1.89969562676,1.78699994087,6688,175
2111,20.9926935792,2.29399991035,8286,200
2091,11.5158419803,2.74599981308,10093,185
2119,18.8559401812,3.16599988937,11545,172
2117,8.31026528208,2.27200007439,8297,187
2142,18.0770911952,1.92300009727,7128,183
2066,21.0306687779,2.33299994469,8594,195
2100,19.6964831165,2.48199987411,9082,179
2149,13.9083514311,1.71599984169,6321,196
2080,12.0272543585,1.54399991035,5557,187
2109,10.8474810992,2.49799990654,9380,196
2198,18.6527391615,1.51300001144,5618,178
2080,10.67578273,2.25,7833,171
2221,10.0845907929,1.59599995613,5722,179
2144,19.0817084075,1.37699985504,4848,168
2140,9.31062894632,1.81500005722,6624,174
2089,9.06066944125,1.97699999809,6993,179
2134,13.3321441031,2.53200006485,9409,186
2182,14.6626492452,2.02800011635,7205,168
2143,16.3047954877,2.13400006294,7502,171
2129,24.8364690423,1.48699998856,5306,197
2165,8.51515857081,2.16000008583,7633,174
2188,18.8526923547,1.76600003242,6138,182
2224,19.9444579874,1.4849998951,5466,188
2198,20.5471288847,2.37099981308,8818,192
2205,3.92738209879,1.66899991035,6221,186
2227,38.2350786826,1.42300009727,5373,161
2217,5.79090910942,1.77800011635,6729,172
2208,13.7856689889,1.86100006104,7070,169
2181,3.42979367798,1.98600006104,7541,177
2100,22.1464902834,1.61199998856,5830,184
2092,5.63461402064,2.33299994469,8561,196
2099,1.40163721639,1.85400009155,6881,159
2120,14.2875735631,2.48399996758,9173,174
2238,7.0446303953,1.58500003815,6059,172
2086,17.4137218378,2.26799988747,8309,200
2070,19.5157609959,1.95199990273,6726,181
2115,0.598606859148,1.78900003433,6673,199
2119,7.97119123504,1.8860001564,6747,153
2076,10.3797599879,2.4430000782,8474,183
2106,18.955075746,1.86199998856,6429,192
2065,15.1606165864,2.86899995804,10299,180
2166,5.04160570769,2.24900007248,8154,192
2132,15.1276225994,1.5720000267,5668,186
2097,7.91114891192,2.0039999485,7026,176
2115,14.9190787347,2.17199993134,7706,184
2109,6.54189085807,2.07100009918,7262,175
2225,7.94242366406,1.30599999428,4716,160
2104,17.4968148237,2.01699995995,6996,174
2097,4.37281555081,1.88000011444,7320,164
2135,1.6969575965,1.82500004768,6390,185
2071,13.5332664767,2.55800008774,8953,197
2054,22.7032146068,2.85800004005,10018,183
2111,7.06337874379,2.80399990082,9744,188
2138,10.6169150456,1.47499990463,5319,175
2120,18.0247979089,2.15199995041,7776,201
2197,6.96794591446,1.5150001049,5457,175
2118,18.3308297027,2.67499995232,9836,203
2135,13.0803690363,1.90599989891,7217,197
2144,18.6181626318,2.12399983406,7776,159
2088,5.46632882023,2.19799995422,8147,177
2101,20.5250276591,1.867000103,6782,157
2119,10.5347774049,2.11000013351,7887,197
2109,1.63842865077,2.00500011444,7483,189
2145,8.57023792889,1.61899995804,5958,179
2220,27.4034960556,1.67300009727,6101,187
2194,4.50870818692,1.59200000763,6058,177
2162,12.8325995245,2.20300006866,7853,161
2093,7.85231192004,1.95300006866,7033,178
2123,7.1174107215,2.07499980927,7270,172
2141,10.9770791365,1.6819999218,6090,177
2102,22.0101347374,1.75900006294,6407,198
2066,18.9579162811,2.46599984169,8876,201
2188,17.2936504191,1.88399982452,6911,175
2187,7.91519030139,2.1779999733,7896,169
2090,28.9754627211,2.53900003433,9206,180
2097,20.4795718319,2.55800008774,9499,194
2103,3.8635724241,1.58100008965,5861,203
2091,17.2306932959,1.70199990273,6335,181
2130,17.2918487708,1.96500015259,7402,175
2092,19.5573666903,2.64100003242,9458,194
2177,20.7465131148,1.82400012016,6326,185
2090,16.9610819898,2.39900016785,8345,183
2126,16.458998703,1.78500008583,6332,196
2123,15.4387404612,2.14499998093,7641,193
2114,11.9421229096,2.71800017357,9492,182
2151,5.64263943204,1.87300014496,6740,170
2146,9.65143671902,1.63400006294,6079,183
2137,11.2177362339,1.79699993134,6739,189
2120,13.1205470507,1.91300010681,7094,180
2145,23.8982844234,1.35599994659,4958,190
2122,21.7279304802,1.21799993515,4379,181
2098,17.6477700674,2.1740000248,7943,194
2072,23.7140033565,2.07299995422,7475,198
2123,6.46272665055,1.96199989319,7178,172
2241,0.91343777812,1.33999991417,4943,172
2050,26.1447366444,3.15599989891,11379,204
2152,8.93341004219,1.68300008774,6072,190
2136,26.2871530318,2.33099985123,8421,179
2198,15.9341538836,2.30599999428,8312,166
2181,7.30327342825,1.95799994469,7124,154
2148,22.4307639623,1.87699985504,6567,174
2101,7.72284619874,2.29999995232,8273,201
2063,8.55373832861,2.78999996185,9702,206
2184,17.4621918843,1.43700003624,5223,182
2100,4.97484558075,2.09300017357,7491,186
2238,13.0982362061,1.11199998856,4002,153
2158,4.42830616989,1.69600009918,6132,183
2216,19.5706217872,1.34500002861,4983,156
2163,12.1088538678,1.60000014305,5848,187
2136,18.2685888869,1.80100011826,6530,170
2057,17.5982049242,2.44199991226,8646,199
2170,7.87738406342,1.63899993896,5836,160
2067,4.38574062261,2.2009999752,8044,167
2072,16.6730746251,1.93800020218,6999,195
2106,9.89564804084,1.68899989128,6171,171
2129,12.8945126789,1.5529999733,5583,163
2178,14.5899045047,1.8789999485,6965,180
2106,11.8321054598,1.9470000267,7035,168
2194,26.9820548755,1.60500001907,5750,178
2107,19.2441608193,2.59400010109,9166,166
2077,15.7349506562,3.10100007057,10819,186
2092,13.6776376239,2.23000001907,8256,172
2158,29.7361567682,1.52200007439,5650,193
2231,10.2261570694,1.60800004005,5969,183
2082,17.2236204013,2.00900006294,7234,174
2125,10.9643328183,1.67299985886,6080,167
2080,22.3802599077,1.96500015259,6853,196
2089,19.2711076179,2.19200015068,7754,190
2143,15.3202907221,1.85800004005,6493,175
2110,10.6559325127,1.60199999809,5624,207
2199,18.4756358923,1.40799999237,4897,187
2253,10.9333829773,1.25600004196,4527,179
2076,17.7676433332,2.66700005531,9751,195
2170,3.74656540124,1.60699987411,5948,193
2112,20.865349618,2.1930000782,7667,211
2098,18.4700264969,1.84299993515,6515,161
2188,9.36691121163,2.06599998474,7601,188
2154,11.6142958568,1.79200005531,6563,146
2124,13.8230612524,2.04799985886,7491,169
2074,20.6999111552,2.06200003624,7601,163
2140,19.7613740281,1.36299991608,4767,183
2079,15.333677791,2.03999996185,7532,167
2260,21.0913104947,1.55800008774,5804,148
2180,27.0979079919,2.46099996567,8691,175
2129,31.8255165098,1.81999993324,6620,160
2118,9.51148437984,1.86500000954,6666,167
2089,21.3580288682,2.81799983978,10020,178
2143,8.7023460629,1.77500009537,6354,206
2100,12.3217025271,1.88499999046,7027,176
2186,15.6948398927,1.53099989891,5796,173
2180,23.8455392223,1.58999991417,5572,185
2196,19.6215979156,1.60099983215,5797,177
2267,25.3789550855,1.64699983597,6301,164
2097,13.0979770525,1.86299991608,6885,193
2091,13.181552071,2.08700013161,7672,166
2193,7.35687822627,2.16499996185,8263,187
2122,26.4248978086,1.5150001049,5637,149
2193,4.09330300625,1.78600001335,6478,167
2071,7.01875539106,2.05599999428,7288,182
2183,20.7319605408,1.88700008392,6842,160
2086,21.7266299061,2.6970000267,10037,179
2108,14.8364361094,1.77499985695,6428,181
2125,7.47099455443,2.50200009346,8879,170
2192,27.2340783094,2.08299994469,7819,192
2074,16.4084791892,1.97099995613,7028,183
2070,13.7501174879,1.96399998665,7157,173
2272,17.4902433176,1.94600009918,7276,152
2137,22.4824252879,1.71500015259,5905,180
2203,5.86081428037,2.03700017929,7254,171
2124,14.9142035286,2.46700000763,8783,195
2203,7.23423220343,3.17599987984,11818,203
2104,17.9539611919,2.30400013924,8187,186
2174,14.4962486447,2.26300001144,8037,220
2069,11.8150198129,2.99499988556,10319,184
2186,5.73616172864,1.34800004959,4804,184
2251,12.7046833258,1.97799992561,7250,178
2335,10.709742582,1.39899992943,5323,155
2066,15.4206052438,2.62800002098,9350,185
2078,6.25463279854,2.23699998856,7900,186
2104,21.6515191182,2.01799988747,7364,202
2153,13.9731978717,2.30499982834,8105,184
2166,18.4795478196,1.8900001049,6779,155
2192,9.05508161753,2.28600001335,8198,180
2162,17.2552441009,2.05800008774,7611,191
2113,17.9276518751,1.82100009918,6635,181
2270,7.75516158767,1.80900001526,6956,170
2086,19.7438085023,1.54000020027,5660,178
2145,14.1236351368,2.03299999237,7402,180
2143,1.45708645611,1.62099981308,5901,182
2156,10.7267165499,2.66199994087,9820,184
2171,11.0255112556,1.35199999809,5111,163
2096,13.8434267982,2.07500004768,7420,180
2174,15.4057147209,1.66299986839,5809,201
2103,12.2632229521,1.78900003433,6251,174
2181,8.13447614731,1.87299990654,6781,172
2208,17.7868129227,2.30799984932,8319,169
2126,13.2140738999,1.96900010109,7072,200
2116,11.3142198564,2.02500009537,7161,197
2180,6.90371324203,2.26799988747,8375,174
2137,19.6013835418,1.71399998665,6363,205
2174,22.9056245525,1.60000014305,5876,167
2149,5.43710550645,1.40799999237,4982,160
2111,9.92417987943,1.87300014496,6799,184
2268,19.0099180534,1.4470000267,5362,147
2154,22.6997618826,1.54600000381,5657,199
2191,2.15012203234,1.96399998665,7217,175
2178,29.6617151855,1.58500003815,5703,175
2089,23.6289841826,2.41100001335,9030,179
2119,18.9158038475,1.67899990082,6229,195
2130,17.8650074786,2.03600001335,7472,184
2118,19.9590982105,2.00800013542,7478,182
2145,26.6486868915,2.07500004768,7760,185
2053,10.1408511656,2.98399996758,11282,204
2106,4.23963134892,1.87400007248,6289,201
2126,4.56320364828,1.98699998856,7032,162
2176,23.1462630613,1.80599999428,6316,179
2201,8.34367657328,1.10500001907,3930,178
2158,15.3791916849,2.40899991989,9043,167
2136,16.4349569832,1.84399986267,6454,178
2083,1.51799034285,2.46799993515,8849,182
2106,17.9798505176,2.00300002098,7090,209
2061,8.3139165964,1.97800016403,7009,186
2203,9.62259038823,1.25600004196,4690,161
2302,1.86081457521,0.784999847412,2998,153
2138,18.1831039246,1.75,6356,188
2081,6.61554704877,1.63400006294,5976,181
2163,22.6501846256,1.98000001907,7233,178
2146,21.587722169,1.87599992752,7068,171
2173,9.03885119992,1.31599998474,4886,177
2104,19.5350862589,2.16899991035,7897,195
2185,10.6829222448,1.46799993515,5461,163
2111,0.505650107839,1.98699998856,7025,184
2061,15.3422176791,2.47199988365,9117,174
2135,5.61670714767,2.257999897,8380,189
2185,12.4412948821,1.71600008011,6403,189
2130,19.8503710661,2.03999996185,7540,197
2176,16.5763428511,2.30099987984,8700,153
2127,9.13690853745,1.88800001144,6961,163
2113,3.91162487697,1.90399980545,6937,170
2103,18.8959207106,2.13800001144,7870,181
2150,24.4392737907,1.90600013733,7016,185
2070,25.3719473462,2.51399993896,8906,188
2176,10.657042323,1.58599996567,5621,153
2100,24.5486340101,2.08399987221,7353,170
2194,11.3227290008,2.22300004959,8238,175
2105,2.54270065084,1.94899988174,6851,200
2118,16.1572734067,1.89100003242,6820,193
2166,5.02692287684,2.52599978447,9263,169
2241,6.51878004913,1.14399981499,4327,150
2280,17.6383658265,1.91199994087,7271,170
2104,32.4368058059,1.88399982452,6775,195
2159,18.5965780101,2.25499987602,8300,167
2119,3.25068983946,2.0119998455,7577,169
2075,8.59140250096,2.33899998665,8492,190
2134,6.50244167848,1.89499998093,6897,197
2088,23.3178571961,2.36100006104,8704,200
2136,23.1187031365,2.06700015068,7590,182
2163,1.30860176367,2.46799993515,8642,184
2102,19.6430895369,1.97400021553,7157,193
2098,13.7529247411,2.01600003242,7343,177
2155,2.6942982072,1.84299993515,6764,150
2146,19.454817877,2.24500012398,8415,187
2072,19.027958339,2.21800017357,7963,165
2178,15.7363621213,1.66599988937,6109,174
2099,20.1458887238,1.95799994469,7198,197
2086,17.3732845618,2.68600010872,9352,208
2082,10.6206318638,1.72199988365,6301,194
2119,11.958751649,2.99300003052,10740,155
2076,18.610406304,2.58899998665,9040,180
2131,5.00441160235,1.98099994659,6832,186
2130,3.94556367416,1.49099993706,5280,195
2052,26.7358236866,2.30599999428,8635,212
2112,16.093511006,1.83999991417,6729,164
2210,15.2571563076,1.69000005722,6060,160
2155,16.0716532286,1.6819999218,5986,165
2192,4.18078639651,1.71000003815,6141,187
2151,16.2124902355,1.51999998093,5496,198
2165,11.8220269361,1.75900006294,6195,174
2155,21.1752305823,2.37800002098,8535,177
2100,13.1075876987,2.55900001526,9568,186
2187,4.28642386003,1.96700000763,7121,196
2124,16.264797529,1.24700021744,4773,183
2132,17.9732691272,2.25,8153,189
2112,10.0285171791,1.66000008583,6226,201
2115,17.801719138,2.69400000572,9408,212
2306,7.99560036552,1.10299992561,3976,180
2072,14.6434559211,2.63499999046,9307,179
2130,18.1074611984,2.03100013733,7117,198
2109,7.54455586994,2.39200019836,8729,193
2134,19.0103278748,2.66700005531,9704,183
2116,21.8381455593,1.54100012779,5466,182
2134,8.04396714135,2.5759999752,9375,174
2111,25.4337377038,2.45799994469,9264,175
2172,5.84088667306,1.59399986267,5646,174
2180,21.6479761591,2.15300011635,7750,202
2090,17.2408824063,2.35700011253,8557,183
2152,11.7891403384,1.1970000267,4302,168
2086,20.5275336507,2.29999995232,8187,171
2048,20.5011341321,2.91699981689,10661,192
2118,15.3974668568,2.66700005531,9497,174
2120,8.49797641329,2.617000103,9600,191
2114,18.6238243304,2.47600007057,9279,188
2085,4.83193706762,2.30700016022,8358,184
2146,13.909265812,1.55800008774,5671,190
2033,17.9601540188,2.75600004196,9763,177
2126,18.4441410799,1.77399992943,6472,170
2074,13.2368215911,2.75200009346,10393,175
2136,1.13814798039,1.5569999218,5640,207
2125,19.1375325904,2.00299978256,7214,167
2153,19.1359935786,2.02200007439,7160,151
2063,7.00113666739,1.78299999237,6394,177
3216,146.507778789,1.85199999809,6924,114
2163,4.83554079183,1.85199999809,6839,166
2110,17.7809560082,1.94499993324,7218,189
2175,10.7340252553,1.57899999619,5959,185
2136,20.0862509924,1.73599982262,6327,186
2138,25.1136407867,1.58800005913,5839,182
2122,18.1486172728,1.98000001907,7176,189
2059,16.7964577289,2.29100012779,8103,186
2147,5.07441242685,1.92900013924,7053,178
2082,11.789271756,1.67900013924,6075,184
2069,16.5002087156,2.2460000515,8077,201
2121,12.2003099454,1.94799995422,7344,183
2258,9.59233991173,1.28299999237,4743,145
2100,14.1001057976,2.00200009346,7337,203
2134,9.74565185109,2.02799987793,7532,191
2097,16.930359141,2.3069999218,8171,184
2068,5.99220194676,1.88799977303,7123,197
2121,3.48870288804,2.08800005913,7945,186
2100,17.542138198,2.78999996185,10220,194
2082,17.9111325684,2.35700011253,8399,195
2129,17.0754171124,1.65699982643,6049,183
2053,23.4243108734,2.01399993896,7205,182
2151,20.3172977817,1.66899991035,6041,174
2084,21.7403090119,2.47800016403,8970,195
2079,14.0800889475,2.20300006866,7777,194
2049,4.16154425807,2.92200016975,10379,180
2168,13.2879838369,1.15700006485,4297,170
2138,23.8812312266,1.74300003052,6436,154
2082,15.4229600517,2.09700012207,7958,212
2127,5.51778149179,2.14499998093,7920,199
2068,7.90134731076,1.63999986649,6074,183
2270,14.4959279519,1.09299993515,4009,169
2051,7.06049201744,2.48900008202,9052,188
2125,3.41374997985,1.72199988365,6326,182
2220,18.1480641667,1.21099996567,4407,141
2158,20.0807547594,1.80099987984,6387,166
2152,3.78598699598,2.30200004578,8393,171
2142,17.0223287974,1.67199993134,6320,181
2126,8.25915659161,1.53699994087,5601,172
2096,15.9070242233,2.15300011635,7747,183
2225,6.97319065673,1.43099999428,5586,169
2114,13.3374423496,2.18600010872,7858,185
2130,15.3829765415,1.64800000191,5936,195
2159,6.80830219747,1.84599995613,6595,192
2062,9.81186325408,1.89300012589,6958,187
2140,12.9774005647,2.28999996185,8554,174
2158,10.1519313537,1.79100012779,6495,175
2092,7.98103824692,2.22000002861,8078,196
2076,15.1829447198,2.375,8448,182
2283,15.5206258545,1.71799993515,6337,164
2076,22.670037882,2.28699994087,8468,208
2123,6.78263697667,2.10799980164,7615,207
2091,16.767735353,2.23799991608,7931,201
2234,14.5014230265,1.15700006485,4106,146
2090,20.2408205753,2.00800013542,7145,177
2129,7.30607144968,2.24300003052,8522,195
2163,11.725833351,2.0039999485,7242,147
2071,24.2598625407,2.52300000191,8997,190
2092,23.3556619794,1.97300004959,7118,173
2098,10.610513409,1.63000011444,6063,161
2154,8.61467511724,1.46300005913,5263,181
2091,5.28545651931,1.83399987221,6779,206
2201,6.56264926029,2.09800004959,7715,165
