Cost,Reset,Iterations,Solved,TimeInHC
3919.15,52.7,5247.4,0[0.5719997882843018, 1.3559999465942383, 2.302999973297119, 1.0360000133514404, 1.5439999103546143, 0.4139997959136963, 1.4499998092651367, 1.1979999542236328, 0.45200014114379883, 0.6230001449584961, 1.3439998626708984, 0.9610002040863037, 2.000999927520752, 0.5749998092651367, 1.690999984741211, 0.7720000743865967, 0.7879998683929443, 1.687999963760376, 0.3269999027252197, 0.4309999942779541]
