Cost;Reset;Iterations;Solved;TimeInHC
3802.84;75.76;5211.63;0;140.703.998.804
3740.02;77.63;5248.93;0;16.557.400.012
3637.23;84.39;5566.12;0;168.750.998.735
3559.72;89.69;6108.78;0;182.878.999.949
3400.49;100.02;6298.27;0;192.565.999.269
3330.39;104.46;6612.89;1;204.086.000.443
3314.72;106.75;6518.48;0;19.884.100.008
3244.37;111.0;6785.18;3;208.715.997.219
3010.94;123.78;6950.34;10;215.715.998.411
