Cost,Reset,Iterations,Solved,TimeInHC
3785.2,66.5,5610.9,0[1.0099999904632568, 1.004000186920166, 0.9089999198913574, 0.9449999332427979, 1.4609999656677246, 0.8879997730255127, 0.7799999713897705, 0.8929998874664307, 1.3469998836517334, 0.9630000591278076, 0.8310000896453857, 0.8580000400543213, 0.9779999256134033, 2.261000156402588, 1.0520000457763672, 0.1940000057220459, 1.1370000839233398, 0.7929999828338623, 0.7029998302459717, 1.306999921798706]
