conf,7.5,7.75,8.25,8.5,8.75,batterycost
0 | 5,22435.05,22838.71,23775.915,24262.685,24632.05,9000
0 | 6,23026.8,23504.73,24389.6475,24696.14,25042.2,10800
1 | 4,22407.75,22877.7,23812.0425,24395.18,24855.9,8100
1 | 5,22555.125,23055.935,23828.7225,24372.78,24850.6875,9900
1 | 6,23382.45,23861.2225,24535.35,24916.65,25354.025,11700
2 | 4,22545.75,22894.2,23747.865,24250.615,24622.425,9000
2 | 5,22958.325,23349.4975,24109.9725,24461.115,24986.375,10800
3 | 4,22561.8,23001.84,23862.795,24362.665,24727.925,9900
3 | 5,23269.725,23686.925,24352.6125,24838.025,25185.675,11700
4 | 4,22856.7,23148.54,24073.26,24394.9,24777.075,10800
4 | 5,23553.75,23994.825,24637.245,24947.185,25389.9625,12600
5 | 3,22801.8,23215.1975,24010.305,24516.685,24863.9875,9900
5 | 4,23221.35,23440.165,24144.3825,24664.625,24912.5875,11700
5 | 5,23993.625,24292.34,24971.8725,25355.46,25684.025,13500
6 | 3,22769.85,23148.695,23863.1325,24280.405,24833.6,10800
6 | 4,23323.275,23757.1325,24504.0075,24796.905,25109.7875,12600
7 | 3,22958.475,23323.2175,24077.2275,24387.44,24762.4375,11700
7 | 4,23677.875,24020.78,24692.6925,25086.18,25387.225,13500
8 | 3,23076.45,23445.2725,24293.6325,24501.02,24987.375,12600
8 | 4,24027.75,24392.1525,25020.9675,25383.53,25771.2375,14400
9 | 2,23092.65,23522.7025,24199.6575,24713.33,25067.025,11700
9 | 3,23488.65,23813.39,24526.0425,24878.95,25240.8375,13500
9 | 4,24500.1,24794.1375,25466.5575,25801.75,26157.6125,15300
10 | 2,23087.7,23380.095,24165.015,24393.75,24876.1625,12600
10 | 3,23888.1,24169.65,24883.11,25165.335,25435.5875,14400
11 | 2,23307.0,23651.725,24286.7925,24677.585,24925.1375,13500
11 | 3,24294.225,24597.675,25192.9875,25446.025,25809.3625,15300
12 | 2,23675.25,23993.26,24568.29,24841.74,25153.575,14400
12 | 3,24705.9,24994.545,25602.4425,25874.02,26161.0875,16200
13 | 1,23686.95,23914.9925,24656.31,24976.615,25247.4875,13500
13 | 2,24036.0,24443.14,24941.6925,25215.76,25456.5625,15300
13 | 3,25237.725,25559.28,26170.545,26347.405,26734.7125,17100
14 | 1,23462.475,23733.635,24377.22,24739.74,24904.025,14400
14 | 2,24497.25,24819.9375,25343.145,25588.93,25828.4125,16200
15 | 1,23836.575,24143.835,24572.0925,24957.105,25073.1375,15300
15 | 2,25051.725,25307.4825,25797.48,26206.56,26347.0875,17100
16 | 1,24259.35,24560.08,25092.5925,25268.225,25603.975,16200
16 | 2,25628.025,25867.49,26406.5025,26659.205,26959.5625,18000
17 | 0,24229.275,24452.6725,24998.37,25251.46,25601.2875,15300
17 | 1,24835.35,25038.5575,25642.875,25821.255,26039.0875,17100
17 | 2,26258.625,26515.0725,27058.095,27247.085,27602.05,18900
18 | 0,24139.125,24355.4025,24836.43,25043.655,25326.075,16200
18 | 1,25478.55,25601.2,26178.6375,26400.04,26674.3125,18000
19 | 0,24579.3,24924.9425,25304.5425,25503.27,25817.8,17100
19 | 1,26136.15,26400.3725,26830.3125,27092.385,27297.1125,18900
20 | 0,25249.95,25431.165,26014.38,26169.69,26428.0,18000
20 | 1,26756.7,27025.0925,27526.0425,27737.895,27926.3,19800
21 | 0,25902.0,26139.895,26510.955,26845.8,27115.1125,18900
21 | 1,27560.85,27723.2825,28174.4175,28410.095,28701.2625,20700
22 | 0,26615.1,26904.0375,27328.29,27518.595,27797.15,19800
23 | 0,27435.225,27602.305,28100.085,28207.2,28508.0625,20700
24 | 0,28144.725,28312.585,28799.3625,29022.795,29197.275,21600
25 | 0,28924.35,29076.5725,29522.895,29716.755,29946.425,22500
