str(cost)+,+str(overCapacity)+,+str(Elapsed)+,+str(itt)+,+str(reset)+
2834,0,3.49599981308,14697,131
2702,0,2.7009999752,11322,132
2820,0,3.26200008392,13316,127
2940,0,3.02899980545,12322,131
3014,0,3.10400009155,12702,145
2806,0,3.33999991417,13591,142
2829,0,2.89499998093,11821,151
2614,0,4.39400005341,17885,164
2882,0,2.16499996185,8829,137
2628,0,3.57000017166,14938,177
