str(cost)+,+str(overCapacity)+,+str(Elapsed)+,+str(itt)+,+str(reset)+
2420,8.46693110409,2.10600018501,7478,193
2754,12.9462344832,1.51300001144,5759,129
2392,20.9903450688,2.51399993896,9055,176
2444,44.4759443392,1.52900004387,5715,176
2483,48.5053652719,1.375,5181,172
2369,29.2796529327,2.06900000572,7302,201
2447,15.5597665609,2.32999992371,8490,179
2426,0,1.93799996376,6418,196
2482,41.1211718271,1.6899998188,6050,198
2639,40.9687279233,1.63700008392,5910,178
2436,23.6547606131,2.08499979973,7703,182
2419,21.391010705,2.20300006866,7877,146
2424,0,1.55099987984,5208,183
2438,21.5291044885,2.37199997902,8516,183
2461,11.6514428165,2.05599999428,7118,181
2641,30.6555300495,1.52900004387,5571,175
2496,27.9725376357,1.55800008774,5600,171
2476,22.0369024236,1.9240000248,6858,189
2384,8.35863196463,2.28800010681,7800,183
2429,10.6728206771,1.62000012398,5519,197
2395,5.92935594625,2.22800016403,7623,192
2374,10.415651409,2.68300008774,9395,195
2425,38.374463424,2.0150001049,7460,184
2581,34.172785207,1.83600020409,6710,178
2425,23.9885228405,2.33899998665,8400,216
2460,22.1110507636,1.55599999428,5776,177
2434,18.4941868778,1.20700001717,4332,159
2415,23.8374950253,1.59000015259,5719,177
2421,49.8804649898,1.77800011635,6447,196
2410,9.55653324492,2.25900006294,7963,197
2441,10.1297887604,1.48099994659,5210,185
2428,11.0145577279,2.06799983978,7176,184
2435,18.2006296084,3.19199991226,11492,197
2383,13.3098334105,1.81299996376,6659,185
2437,13.4728939679,2.42999982834,8769,174
2464,14.849729236,1.27200007439,4606,164
2426,15.2673615928,1.86899995804,6785,188
2411,18.5568233846,2.11100006104,7666,211
2452,27.3776833331,1.82799983025,6568,154
2371,0,2.77600002289,9642,188
2580,33.2178227284,1.83000016212,6867,154
2463,15.0929426495,2.882999897,10418,182
2424,16.1650611063,1.48300004005,5174,177
2435,3.66639352228,1.68099999428,5917,193
2411,22.117487593,2.24900007248,7797,187
2428,10.8998027894,1.86800003052,6476,186
2512,19.3967430059,1.00900006294,3560,133
2413,5.68954847191,2.18799996376,7856,174
2471,24.3884026708,1.89499998093,7039,145
2400,30.4361552597,2.5609998703,9129,186
2386,0,2.75400018692,9510,197
2379,15.9478597034,2.95300006866,10426,207
2433,18.502460266,1.367000103,4879,168
2385,0,2.00999999046,6928,196
2418,20.616089028,1.91700005531,6853,174
2416,22.8171235028,2.1890001297,7584,194
2538,19.9498364501,1.44099998474,5182,170
2375,14.5438140255,2.36199998856,7954,199
2415,19.8637663193,2.36999988556,8508,183
2897,30.237942591,0.985999822617,3780,129
2414,15.156267498,1.94299983978,6900,175
2477,0.41192671332,1.40100002289,4909,181
2456,17.959673636,1.59300017357,5736,184
2520,33.1355696928,1.51399993896,5492,170
2442,8.68510504906,1.87600016594,6414,164
2406,25.9358774053,1.44899988174,5057,165
2490,8.61677196649,1.52699995041,5174,182
2426,0,2.75899982452,9169,201
2406,5.24666133656,1.6850001812,5723,189
2377,14.0048347346,2.42700004578,8359,202
2445,3.44004566655,1.85100007057,6640,176
2419,0.382202196994,2.17899990082,7536,188
2785,22.7856583574,1.30900001526,4933,140
2439,22.0658212962,2.16499996185,7645,179
2387,24.8873550146,2.31500005722,7974,219
2479,1.6836201568,1.61599993706,5633,164
2415,23.8543876687,1.96399998665,7119,162
2649,35.4150038351,1.59100008011,5941,146
2413,31.2225992274,1.40899991989,4934,175
2467,11.484785236,1.53400015831,5366,163
2429,17.7987790771,1.44799995422,5277,187
2425,5.35228128555,1.71700000763,6023,200
2473,2.81986074203,1.7619998455,6250,184
2506,17.1278864655,1.56700015068,5524,182
2625,63.2002224973,1.13199996948,4323,147
2466,16.9856553192,1.30399990082,4571,192
2497,37.6229705587,1.91000008583,6986,171
2438,34.7152234292,1.11999988556,3990,165
2474,17.8963595181,2.11199998856,7451,185
2439,26.8358671112,1.57199978828,5571,157
2653,51.3964089062,0.933000087738,3408,166
2464,5.37237628956,1.65499997139,5724,176
2486,46.1877760809,1.09500002861,3962,172
2879,70.9957843987,1.52300000191,5883,117
2460,9.56052069825,1.66199994087,5764,190
2420,11.0930592596,1.9430000782,6783,185
2433,15.9620718969,1.98099994659,6899,203
2391,0,2.1400001049,7163,188
2394,0,2.22199988365,7436,197
2400,32.3727010865,1.92600011826,6866,186
2462,1.25035536372,1.85899996758,6332,194
2531,28.873642258,1.15900015831,4028,164
2450,13.8905743352,1.45000004768,5084,188
2407,0,2.90399980545,9758,186
2434,5.55421204971,1.99099993706,6816,225
2640,18.4783598017,1.43099999428,5250,151
2391,4.48413937681,2.47100019455,8508,194
2447,24.1970385098,1.25400018692,4444,163
2421,23.0266859514,1.98099994659,7010,180
2442,29.2846041187,2.21700000763,7821,206
2385,21.3458479583,2.78299999237,9558,201
2439,5.29259059811,1.67900013924,5794,210
2411,12.3363436669,2.31700015068,8068,184
2431,14.1053148772,2.48100018501,9071,180
2406,41.6411394609,1.9240000248,6798,203
2433,11.9829528254,1.98399996758,6708,192
2575,78.2458852599,1.57399988174,5971,179
2404,13.807278976,2.41799998283,8405,163
2430,0,2.23099994659,7462,192
2418,56.7821579969,1.55400013924,5763,194
2516,25.1113582977,1.42800021172,5132,164
2450,52.5981573906,2.29700016975,8192,188
2430,24.4799240989,2.13000011444,7602,180
2424,19.2417133331,2.35300016403,8319,211
2425,4.93661035071,3.09999990463,10555,197
2464,24.7733713904,1.76600003242,6494,180
2770,17.0215836099,1.55199980736,5919,147
2499,84.5884357288,1.46799993515,5482,151
2377,17.5293377683,3.01200008392,10322,192
2414,10.985647771,1.57299995422,5443,169
2392,28.1740239588,2.39700007439,8414,196
2376,14.3843622623,2.24300003052,7714,188
2461,16.3583513221,3.00999999046,11020,195
2429,11.3557867066,2.06100010872,7212,164
2507,17.5429386873,2.6369998455,9605,158
2443,17.4438187262,1.47199988365,5122,151
2639,22.9110362132,2.76799988747,10586,152
2558,40.7076637241,1.375,5090,174
2435,18.4712758033,1.75600004196,6023,163
2451,2.14092796141,1.93000006676,6627,201
2431,21.5751202817,1.26699995995,4526,180
2396,33.6952774461,1.67700004578,5886,172
2455,21.7356081263,1.25600004196,4364,195
2417,21.0323636351,1.78099989891,6138,182
2431,14.3904814992,1.83500003815,6429,200
2409,6.62285569789,2.26499986649,7828,191
2474,19.5299110252,1.49699997902,5279,185
2458,8.33921989309,1.89499998093,6869,181
2397,15.617114876,1.73699998856,6154,194
2432,30.1241791376,2.16200017929,7862,183
2391,17.5488006722,2.00900006294,7318,171
2394,30.8725988843,2.11500000954,7479,191
2420,24.6533712944,1.62099981308,5678,197
2462,13.363248668,1.71499991417,6071,187
2462,34.1061327176,1.60599994659,5936,184
2412,41.0578976809,2.39900016785,8515,193
2430,44.3867800829,1.59999990463,5913,175
2423,40.9598154327,2.01399993896,7570,192
2426,21.2876733509,2.02199983597,7036,208
2352,37.5053315931,2.85400009155,9632,190
2389,5.43571943477,2.4319999218,8277,186
2395,37.6673051547,1.81700015068,6519,189
2663,33.5351523158,1.10500001907,4156,160
2640,34.0631727818,1.08700013161,4002,154
2347,33.2671281025,3.26200008392,11487,190
2478,42.3865110367,1.59000015259,5539,183
2551,36.1135860186,1.72600007057,6277,174
2434,25.449588897,1.94000005722,6662,182
2438,26.0257780483,2.79200005531,10092,200
2423,20.6772349912,1.32800006866,4681,164
2477,14.7982351883,1.91799998283,6960,215
2380,9.7439428107,2.53500008583,8496,195
2398,14.5583849413,2.31200003624,8328,190
2445,18.2743521968,1.15900015831,4164,188
2537,11.1059293313,1.60500001907,5679,187
2435,27.073268129,1.54799985886,5401,173
2428,12.5724845293,1.32500004768,4483,211
2415,7.7909494935,2.32299995422,8024,191
2467,7.27769559051,2.03999996185,7034,148
2501,45.1658922793,1.19600009918,4256,139
2485,37.5729573365,1.51999998093,5190,175
3526,141.633663315,2.66599988937,9859,126
2549,37.2504342168,1.49199986458,5491,159
2453,0,1.81500005722,6169,196
2375,0,2.44600009918,8179,175
2377,7.9034430505,2.99000000954,10271,189
2570,23.4799888352,1.26200008392,4508,136
2544,23.3191244489,1.4279999733,5124,179
2538,26.0100650418,1.52900004387,5547,169
2499,33.0127995937,1.84600019455,6739,191
2472,14.0369546915,1.71200013161,6177,187
2446,17.32964715,2.21799993515,7926,194
2477,31.864612006,2.17899990082,8044,200
2402,29.1001395918,2.44199991226,8697,192
2570,28.5695957979,1.29999995232,4858,159
2444,32.1667793189,1.77199983597,6241,179
2425,29.840861825,2.48199987411,8593,190
2572,20.6566332577,1.41100001335,5023,157
2380,28.7721261917,2.62599992752,9093,182
2560,35.6701470018,1.54699993134,5548,156
2459,19.4744503566,2.132999897,7495,171
2460,21.6484699657,1.44799995422,4968,178
2425,19.7620585787,2.09200000763,7183,189
2423,51.8200633897,1.72899985313,6188,205
2441,11.3705331942,1.73199987411,6242,172
2382,17.4776796149,2.57099986076,9034,200
2452,14.0643365809,2.33500003815,8324,202
2419,15.1540685378,2.63300013542,9056,174
2633,29.1487521814,1.15499997139,4168,150
2402,18.3075819145,2.44500017166,8382,200
2380,0,2.27800011635,7615,191
2457,5.69605355274,2.54400014877,8764,160
2529,38.3857258663,1.88100004196,6755,184
2422,4.76454064805,1.91900014877,6706,176
2461,6.87453196058,2.72099995613,9426,162
2552,17.4650544758,1.80099987984,6348,175
2359,8.1849484174,2.22499990463,7670,188
2442,26.5926528325,1.82899999619,6576,168
2608,37.0820760152,1.15699982643,4363,149
2467,13.9218430068,2.06500005722,7180,185
2487,9.89151716734,2.01600003242,7083,181
2461,17.8391906404,1.51499986649,5303,170
2462,26.8626112794,1.632999897,5984,159
2432,24.1908503734,2.40199995041,8504,194
2412,47.2984355579,2.22699999809,7929,193
2427,13.8572675922,1.77499985695,6532,173
2379,23.5834045747,1.97199988365,7232,202
2980,63.3449001481,2.15599989891,8178,107
2356,18.8178861079,1.79999995232,6132,182
2433,3.92598542095,1.95800018311,6619,190
2424,1.58868740794,2.30200004578,7901,176
2420,5.11585332565,2.10400009155,7094,180
2381,34.3382753854,1.99900007248,7015,199
2675,31.7185240387,1.26599979401,4666,141
2399,0,2.68400001526,9315,183
2399,13.5912088755,2.32899999619,8068,193
2426,12.3470446372,2.43099999428,8595,180
2494,31.8312848254,1.90799999237,6748,163
2682,12.7451742081,1.24000000954,4463,157
2431,24.4424894294,1.41799998283,5027,171
2401,0,1.67600011826,5628,191
2432,0,1.36199998856,4658,175
2443,9.40761333173,1.57400012016,5423,193
2464,5.41993754488,1.39499998093,4725,174
2430,9.64711752531,1.84399986267,6537,201
2393,16.1036396697,1.79700016975,6417,181
2448,26.1827429363,1.3180000782,4754,193
2423,14.0597040278,2.75899982452,9619,172
2427,18.3872263495,2.33500003815,8490,176
2378,12.3279843123,2.22600007057,7756,182
2365,11.4030771888,2.24100017548,7891,199
2425,27.2194651473,1.58100008965,5866,171
2427,39.9315023561,1.3029999733,4869,179
2441,8.19945540116,1.9960000515,7078,193
2358,6.89329944338,2.85800004005,10021,223
2392,0,1.83500003815,6465,194
2435,21.5862951792,1.24000000954,4478,176
2492,11.6161516713,1.82999992371,6563,180
2430,10.3035955248,1.96000003815,6800,185
2542,37.7960240853,1.63499999046,6055,174
2396,17.5373889628,1.88800001144,6622,191
2496,22.117389419,2.12600016594,7522,210
2434,29.2353848504,2.1779999733,7687,188
2829,37.8009762307,1.63899993896,6132,146
2455,34.5696470373,1.18600010872,4283,165
2453,12.6109629989,2.22300004959,7739,185
2570,26.191264338,1.57400012016,5803,166
2397,30.2334432142,1.73699998856,6022,176
2390,2.60325661736,3.11000013351,11101,192
2582,15.6383854236,2.12000012398,7580,176
2570,45.764390821,1.38399982452,5087,149
2395,12.4409190595,1.71599984169,5902,160
2482,43.6022390166,1.5569999218,5621,171
2427,19.3555252913,1.68899989128,5886,191
2389,17.0845488978,2.04299998283,7157,171
2387,29.6080672827,2.73300004005,9583,206
2502,26.965825767,1.625,5818,136
2343,20.9816750832,2.86699986458,9884,191
2383,0,2.71099996567,9493,199
2855,44.3980334116,1.40899991989,5466,148
2442,0,1.61599993706,5407,196
2491,10.8054299434,1.92899990082,6936,184
2397,13.1511125822,2.02799987793,7052,186
2526,12.4611075606,1.55999994278,5443,172
2381,23.1756303554,2.08400011063,7273,199
2436,0.588022143096,2.43200016022,8283,210
2410,15.9522541412,2.08699989319,7117,170
2368,40.2164196651,1.85899996758,6597,179
2535,47.9545415238,1.46399998665,5439,173
2387,0,2.48900008202,8391,212
2480,19.5494481952,2.40499997139,8378,174
2582,30.4223577182,1.41499996185,5100,150
2370,16.2193846416,2.15299987793,7420,181
2419,19.558358041,1.79200005531,6278,181
2489,39.8509794309,2.26599979401,8580,196
2465,8.8637733413,2.08500003815,7479,169
2403,6.73806842274,2.83800005913,10032,205
2400,25.0104724651,2.70300006866,9365,201
2476,30.3792700502,1.99000000954,7422,178
2539,39.3726862557,1.29999995232,4643,175
2450,0.659127514053,1.44599986076,5080,169
2432,21.2278895748,1.76600003242,6355,167
2366,8.13742194092,1.68300008774,5984,191
2391,8.11568149521,2.26899981499,8034,197
2404,27.294556476,1.98699998856,7438,186
2447,3.54514269353,2.12799978256,7424,202
2391,47.7516669233,2.35300016403,8509,182
2712,6.23219477776,0.980000019073,3524,142
2356,24.5383077196,2.68000006676,9923,202
2544,25.6491027401,2.10300016403,8019,152
2472,19.8453188556,1.59699988365,5703,163
2441,10.4967920944,1.75199985504,6043,186
2390,13.0495574668,2.72399997711,9405,187
2384,19.9652727057,2.09300017357,7054,200
2423,23.5299849752,1.47300004959,5128,192
2406,13.3968007479,2.17300009727,7504,199
2535,24.3489655828,1.86900019646,6945,156
2731,35.5864886906,1.59599995613,6178,132
2461,28.7292464679,1.61100006104,5897,166
2449,26.4697894543,1.21099996567,4313,157
2463,15.0686884764,2.00100016594,7008,180
2596,49.8321983429,1.53500008583,5819,161
2581,31.0598719679,1.34299993515,4885,159
2379,11.046796064,2.66100001335,9204,195
2392,9.68810590342,2.47799992561,8788,209
2421,21.0511724703,1.73900008202,6081,151
2389,26.1728050298,2.09299993515,7084,159
2582,42.2909178811,1.36199998856,4836,153
2455,14.6704612751,2.19099998474,7768,166
2414,4.45516877998,1.22899985313,4413,166
2477,28.9811373925,1.60700011253,5865,161
2460,42.2578019427,2.83599996567,10267,185
2467,15.2070580802,1.87399983406,6670,190
2530,44.2111362047,1.97300004959,7127,167
2421,7.79569422261,2.32400012016,8061,176
2452,32.1331181818,1.78400015831,6401,192
2396,19.5090338945,1.39300012589,4884,178
2468,29.2636580241,1.46499991417,5110,163
2445,18.8024391428,1.37199997902,4740,173
2392,4.57528310134,2.12800002098,7357,189
2412,18.3789440293,2.3109998703,8570,169
2608,32.4221874839,2.2009999752,8238,167
2457,19.0370822806,1.08899998665,4022,174
2410,24.9477542445,1.64299988747,6012,160
2521,7.62351595059,1.57099986076,5553,168
2383,0,2.85800004005,9747,175
2515,21.0326944666,1.60300016403,5764,182
3406,132.616439163,1.10700011253,4314,106
2413,24.8997292767,1.89299988747,6756,177
2425,26.3122731515,1.98000001907,7008,171
2472,31.2398331919,2.43600010872,8964,199
2427,2.80437853062,1.5569999218,5532,167
2398,10.7747351079,2.96900010109,10192,189
2375,0,3.12199997902,10472,193
2400,5.14290901691,2.25,7553,187
2458,22.6120205909,2.33600020409,8314,179
2539,1.3038136755,1.89199995995,6549,173
2640,24.8812104294,0.90700006485,3401,151
2447,23.0529593345,1.70700001717,6052,185
2412,44.2467828127,1.63199996948,5988,199
2519,46.5805568603,2.19199991226,8024,170
