str(cost)+,+str(overCapacity)+,+str(Elapsed)+,+str(itt)+,+str(reset)+
2480,25.2255867094,2.45200014114,8675,192
2508,27.7897297019,2.11500000954,7885,169
2472,13.0546673577,1.62700009346,5880,182
2416,30.4169758972,1.87599992752,6823,180
2692,12.8394270837,1.14800000191,4140,162
2413,18.3195099335,2.50699996948,8638,185
2467,36.9718493183,1.74799990654,6314,169
2574,14.5015647348,1.69499993324,5847,177
2458,6.31141099358,2.56900000572,8749,206
2451,35.5804337122,1.54099988937,5477,175
2413,7.71506331093,2.60499978065,9041,195
2453,25.2474850496,2.38800001144,8336,197
2397,16.1720017019,1.97199988365,6839,188
2424,15.4521068166,2.12199997902,7375,193
2417,19.4852449582,2.37599992752,8512,176
2395,22.6214109366,1.4240000248,5052,177
2391,34.4372228496,1.82799983025,6544,185
2407,0,1.38100004196,4544,184
2451,8.22970191049,2.05399990082,7067,183
2528,49.7257734833,2.38499999046,8961,158
2417,18.0799619454,2.62200021744,9963,174
2457,18.3604649642,1.65900015831,5823,150
2410,35.8207386303,1.5529999733,5414,173
2416,1.85499912126,1.82999992371,6148,193
2376,9.65992648912,2.39100003242,8222,201
2417,4.69964434393,2.33899998665,8425,187
2538,13.9083324242,2.36999988556,8281,172
2518,39.4004155462,1.62399983406,5840,166
2395,21.3953552126,2.22300004959,7963,190
2394,59.0889930556,1.86800003052,6989,201
2393,23.7082113536,1.45000004768,5117,170
2592,11.3249344861,1.26099991798,4499,179
2744,21.0490056073,0.782999992371,3008,137
2386,0,2.41499996185,8136,197
2410,13.6124536637,2.34200000763,8136,189
2450,23.9254002886,2.98399996758,10488,173
2644,48.5664726283,0.989000082016,3676,145
2429,31.439384096,2.35500001907,8125,162
2455,23.2545955263,1.81599998474,6503,165
2450,14.2674865741,2.8100001812,10337,179
2416,19.6266456007,1.96500015259,7012,190
2524,9.91478880029,1.32800006866,4784,148
2393,44.240272872,2.17300009727,7712,202
2417,0,2.34200000763,8162,204
2378,0,2.43299984932,8111,185
2444,12.1217842638,2.55800008774,8838,184
2412,0.459044365031,1.86800003052,6470,208
2397,8.20833343287,2.132999897,7311,206
2446,14.0456847546,2.1210000515,7355,180
2659,21.3837157833,0.821000099182,3145,144
2539,35.363573629,1.99300003052,7286,169
2422,12.8032154041,2.34700012207,8368,178
2517,8.86206149281,2.23300004005,7744,161
2362,1.96461271615,3.09299993515,10456,222
2458,18.3647029634,1.91600012779,6715,196
2433,14.2239125177,2.02300000191,7144,182
2470,17.4723720379,2.07700014114,7327,178
2411,14.1504954904,2.27699995041,7839,203
2454,3.87126872965,1.71799993515,5834,193
2359,8.08110154253,2.07100009918,7091,177
2368,14.8357730501,2.79200005531,9689,211
2439,0.798953834974,2.39800000191,8422,179
2391,1.71146449281,2.19600009918,7429,224
2397,15.5991210241,1.63799977303,5686,187
2473,15.1436496916,1.4960000515,5466,167
2408,24.1719494321,2.38199996948,8552,176
2462,25.1049982848,2.16499996185,7671,164
2504,24.2802502294,1.99900007248,7109,169
2401,18.7329647917,1.47100019455,5293,184
2464,38.6453873763,1.73799991608,6551,185
2399,34.0915670005,2.6819999218,9406,206
2651,26.9947516387,1.29200005531,4696,163
2399,13.1186640545,1.92900013924,6597,215
2439,20.4374578876,1.96399998665,6907,184
2436,16.6590595833,1.84899997711,6401,185
2408,12.4635385645,1.60500001907,5548,205
2473,8.65978655982,1.56900000572,5462,194
2462,8.1252025445,2.17000007629,7443,183
2409,26.2946444851,2.09000015259,7299,185
2473,20.7134327182,2.0720000267,7354,197
2396,0,3.62199997902,12633,168
2395,8.74327887602,1.95599985123,6543,197
2433,11.5670764352,1.68499994278,5782,194
2377,0,2.93700003624,10062,198
2439,6.93105706657,1.66899991035,5747,175
2403,15.7227325185,2.76300001144,9779,187
2454,6.06930990746,2.02399992943,7131,172
2420,12.8570400169,2.00600004196,6744,198
2396,8.83899361686,2.59600019455,8822,185
2525,33.2398051199,2.10400009155,7131,192
2435,16.0163022931,2.5569999218,8779,202
2396,27.6353181766,1.50199985504,5194,182
2424,19.6357088141,1.93799996376,6655,196
2392,20.2572336202,1.50800013542,5186,181
2418,30.1274339152,2.41599988937,8636,194
2680,32.789158513,1.62199997902,5852,156
2428,22.6148144291,2.41000008583,8359,203
2474,24.0347036712,2.32399988174,8168,185
2413,0,1.70299983025,5742,172
2396,8.34964454221,2.04499983788,7079,191
2436,4.88469778177,1.66599988937,5621,185
2436,1.70157071667,1.7009999752,5800,183
2415,47.5585039143,1.72399997711,6223,165
2457,0.0342344196901,1.85899996758,6612,190
2381,21.3460054401,2.33999991417,8418,201
2378,20.8480863292,2.43300008774,8829,183
2442,20.7900752867,2.87400007248,10679,173
2409,46.3428319421,2.12400007248,7578,194
2471,12.5395536108,1.75300002098,6036,196
2377,23.0371633291,2.39700007439,8190,196
2416,7.34898389415,1.99399995804,6831,185
2450,26.9441938875,2.09200000763,7543,205
2435,11.674264386,1.90900015831,6533,170
2472,13.9646985529,2.1740000248,7575,183
2399,10.0400863676,2.27999997139,7916,196
2383,13.9982982508,1.96399998665,6718,197
2402,14.0345569878,1.65599989891,5816,192
2428,6.87571689647,1.69000005722,5839,174
2526,5.26618824596,1.35899996758,4851,143
2400,17.4349281418,1.79600000381,6411,205
2396,19.7998809153,2.10100007057,7503,182
2456,21.9848185673,1.41899991035,5150,172
2419,12.1141752044,2.09699988365,7144,198
2437,3.55992842976,2.02399992943,6970,187
2404,3.06088565472,2.15700006485,7357,203
2472,35.9009379716,1.36500000954,5090,200
2415,30.1011704834,1.69500017166,5837,220
2421,26.6313625187,2.07999992371,7421,182
2407,14.2845777046,1.55799984932,5598,166
2502,24.1496351659,1.22199988365,4321,159
2410,17.7558329921,1.20199990273,4114,165
2473,3.90119077973,1.125,3882,178
2403,25.3847829814,2.19099998474,7542,191
2504,22.492056418,1.34200000763,4604,144
2374,18.4173189077,2.64499998093,9863,186
2362,18.7026558865,2.38100004196,8129,196
2423,7.52571705618,2.10399985313,7273,162
2452,26.474201893,2.11699986458,7596,190
2427,13.1840162909,2.04800009727,7139,205
2401,17.2721957053,2.01200008392,7266,180
2546,3.31957227332,1.21099996567,4133,182
2470,24.1604655494,1.42100000381,5366,171
2421,12.8702437251,2.10700011253,7580,189
2441,2.17587773837,1.97300004959,6733,163
2460,31.721838502,3.13199996948,11338,176
2441,7.06141405028,1.71600008011,5784,172
2384,16.3590936935,2.98099994659,10151,197
2435,16.1975555567,1.66799998283,5965,187
2575,31.8604557614,0.959999799728,3401,152
2485,31.2371911832,1.81100010872,6431,168
2475,26.5062590415,2.30200004578,8022,179
2462,19.1246935662,2.07299995422,7295,188
2483,38.7920939753,1.66899991035,6115,205
2391,20.5680940955,2.47499990463,8378,216
2422,14.4858147171,1.6369998455,5831,171
2393,7.38335911386,1.99699997902,7033,183
2427,22.3763349074,1.76499986649,6379,168
2859,36.3624079767,1.24000000954,4806,124
2547,39.0903806469,1.7539999485,6665,171
2614,22.909092022,1.69600009918,6298,162
2459,34.5613036762,2.56299996376,9315,169
2381,37.3060675452,2.93700003624,10677,204
2433,3.63831196851,2.22399997711,7541,211
2527,15.1804632345,1.6369998455,5935,158
2402,32.9008210454,1.61699986458,5760,191
2384,13.389866098,2.50999999046,8754,187
2452,17.6562225577,1.84299993515,6494,174
2487,6.54473868065,2.99500012398,10265,190
2462,22.1037475103,1.68000006676,5851,171
2392,20.1058939563,3.02099990845,10520,183
2364,16.2595893891,2.95399999619,9859,211
2440,19.7772836221,2.23699998856,7916,198
2649,29.0715532055,1.41599988937,5314,144
2494,18.6190252451,1.3149998188,4743,166
2417,0,1.61699986458,5464,175
2439,20.5926312068,1.18400001526,4185,155
2366,0,2.58599996567,8586,225
2576,48.3837158131,1.15700006485,4285,144
2811,19.60704836,2.00099992752,7286,147
2457,28.5686389915,1.61199998856,5665,172
2359,19.9325295318,2.72399997711,9311,209
2414,0,2.08599996567,7018,192
2461,7.25055483671,1.77900004387,6285,196
2475,48.6058249182,1.71000003815,6250,168
2459,23.5078114437,2.21100020409,7753,182
2464,53.3022532895,1.69600009918,6196,180
2589,51.9394515113,0.930999994278,3576,152
2380,31.826849285,1.64300012589,5651,186
2410,3.24973587058,2.52300000191,8425,163
2532,18.7725331621,1.73200011253,5973,176
2399,0,3.10299992561,10568,210
2404,13.9906770151,2.09000015259,7256,164
2420,3.97187273996,2.50100016594,8471,188
2611,12.2228694814,1.42700004578,5159,161
2404,52.7798407994,2.02300000191,7197,170
2439,13.9951989621,1.73600006104,6221,189
2417,8.64331947173,1.98100018501,6900,205
2454,20.4518279839,2.80599999428,10204,180
2393,25.7611319767,2.19000005722,7634,204
2476,8.69779710581,2.16400003433,7399,191
2436,10.7252274953,1.85300016403,6558,184
2467,17.1504652622,1.95900011063,6960,182
2705,44.855387375,1.55599999428,5690,132
2417,8.03521086945,2.48600006104,8470,210
2427,2.94083745004,2.02300000191,7126,194
2398,5.84628194112,2.18899989128,7628,210
2445,2.97975365337,2.3140001297,8249,205
2481,41.8857953336,0.979000091553,3606,177
2391,28.8909864612,2.26800012589,8031,208
2478,13.3949532626,1.38800001144,4751,197
2415,6.47034912672,2.17300009727,7301,195
2468,14.3234641053,1.71600008011,6071,201
2394,15.6864745471,1.95299983025,6807,184
2461,0.440227144652,1.77099990845,6162,185
2466,12.5455464674,1.77199983597,6068,162
2565,34.6692965293,1.08699989319,3880,150
2387,11.112387121,3.46299982071,12039,212
2400,3.71699690981,2.85700011253,9857,191
2411,12.9511960864,1.85599994659,6489,181
2415,13.194109592,1.60599994659,5565,185
2393,5.35196317581,2.5569999218,8915,189
2843,23.4699036802,1.0529999733,3807,114
2404,3.02283634723,2.42999982834,8714,181
2450,18.6188064051,2.1970000267,7849,191
2400,4.3491798511,2.84999990463,10084,178
2347,13.6140154859,2.74099993706,9519,193
2401,8.0094896897,2.24000000954,7749,193
2482,18.446404245,1.20900011063,4180,172
2466,38.8018418464,1.79299998283,6351,182
2450,35.3735261369,1.84599995613,6782,179
2493,12.6863098881,1.3220000267,4515,183
2416,1.15081269835,1.99500012398,6781,196
2485,20.9922765974,1.89899992943,6584,179
2445,16.4449180389,2.11800003052,7426,164
2451,24.8642905153,1.34500002861,4826,161
2559,9.21490600153,1.50599980354,5278,183
2444,13.0098411528,2.0150001049,7081,176
2410,21.6816834463,2.15899991989,7638,171
2418,18.0609176765,2.09699988365,7280,190
2391,11.8673179107,2.02900004387,6983,184
2400,3.81958759817,2.8069999218,9670,209
2493,19.5391529743,1.24499988556,4508,150
2816,72.7273924581,1.29999995232,4920,101
2465,29.930692051,2.26700019836,8086,182
2487,2.75060849156,1.68400001526,5833,170
2429,0,2.0720000267,6974,183
2412,49.7514374412,1.89999985695,6821,166
2476,31.0443745912,1.42499995232,5343,173
2388,10.5574667074,2.09800004959,7182,192
2581,26.4192214,1.16899991035,4203,132
2462,21.2089051221,1.87999987602,6874,170
2435,8.15431168189,2.14800000191,7295,186
2411,0,2.25900006294,7879,227
2578,47.6089672215,1.27699995041,4725,164
2417,20.8426095969,2.0720000267,7422,175
2496,22.6422642101,1.77900004387,6243,162
2507,39.8659222373,1.57999992371,5942,161
2534,10.3494359952,1.71399998665,6066,177
2532,25.653436468,2.31599998474,8383,151
2477,26.1938921241,1.82399988174,6369,183
2417,27.2784963237,2.60600018501,9260,185
2514,29.974658045,2.02099990845,7397,179
2394,6.07580761225,1.8789999485,6605,212
2599,22.3943008874,1.2460000515,4581,137
2596,67.4699136919,1.58500003815,5917,156
2455,31.6546017315,1.81799983978,6648,157
2381,16.3739310225,2.23099994659,7720,181
2451,6.93940856502,2.19599986076,7572,186
2386,0,2.38499999046,7928,193
2436,11.8838449827,2.6139998436,9367,182
2542,33.7208390994,1.80099987984,6718,154
2462,54.7661230117,2.31799983978,8692,192
2367,8.88534928753,2.54699993134,8951,186
2425,2.8597315154,1.81900000572,6668,195
2603,46.4529720227,1.82100009918,6806,166
2432,24.9472550086,1.81299996376,6289,183
2404,1.4225191752,1.53699994087,5185,193
2429,22.4105829851,1.86500000954,6441,190
2355,0,2.47499990463,8255,202
2605,27.7565548366,0.775000095367,2735,155
2412,20.8980812357,2.16499996185,7530,185
2419,9.39606355174,2.20699977875,7958,187
2426,6.84983051831,1.84599995613,6334,196
3028,61.4181451567,1.22200012207,4822,99
2422,20.6043031642,1.93099999428,7024,180
2680,17.6589141296,1.40199995041,5240,159
2453,8.90299683736,2.24000000954,8132,187
2389,11.9051546682,2.45499992371,8984,212
2520,20.5948825885,1.08899998665,4026,163
2714,22.5512247735,1.02799987793,3941,147
2424,39.1454280901,2.05700016022,7368,177
2398,23.8464841162,2.41099977493,8245,214
2461,12.5466883633,2.00199985504,6927,169
2443,22.9631590334,2.15299987793,7560,189
2443,20.4156293798,1.4359998703,5097,175
2500,21.9646964552,1.57300019264,5569,191
2378,24.0745675544,2.28600001335,8390,181
2524,28.1164774877,2.117000103,7604,169
2453,24.0197637587,2.31500005722,8312,208
2396,0,2.76699995995,9299,187
2383,22.8303599429,2.72899985313,9426,173
2686,47.1379594946,1.1139998436,4093,145
2482,14.9002109419,1.40100002289,4956,175
2469,10.2837138034,1.10800004005,3928,169
2460,0.598158121965,1.92499995232,6729,163
2460,24.8385548871,1.47499990463,5232,186
2382,6.91950209467,2.7380001545,9401,185
2380,14.1810595135,1.83299994469,6271,211
2460,13.3463556683,1.42199993134,4928,154
2444,26.8868858553,1.74000000954,6318,181
2421,0.143130657045,2.78399991989,9705,183
2402,30.5044675977,2.08500003815,7320,174
2439,39.2303816006,1.5529999733,5525,210
2692,53.3091835221,1.77300000191,6683,162
2504,26.0990886223,1.59600019455,5943,145
2429,5.44583248011,2.45700001717,8593,192
2395,17.958539076,2.63800001144,9406,193
2396,36.3782965131,1.89900016785,6512,189
2512,7.37872132897,1.79100012779,6460,174
2412,14.7615908626,3.51999998093,12328,205
2431,23.8519346381,2.65100002289,9521,181
2459,18.6378487789,1.30100011826,4673,184
2410,9.53805434103,1.9279999733,6608,191
2383,18.4611458485,2.17199993134,7331,216
2485,14.6816073237,1.49700021744,5422,175
2358,24.0207030993,2.07399988174,7070,195
2439,9.36670125045,1.85799980164,6459,174
2446,25.0724040712,2.25900006294,8555,169
2539,43.683240174,1.65499997139,6120,166
2394,13.767981622,2.38100004196,8279,175
2365,20.1133893859,1.76099991798,6136,181
2542,27.9001953534,1.13899993896,4073,181
2396,13.8288400896,1.84100008011,6370,181
2420,9.77090281923,2.17600011826,7496,201
2520,35.4963904616,1.64199995995,6006,167
2499,13.4438700171,1.78399991989,6257,197
2414,2.11542620055,1.92599987984,6580,170
2667,29.6052222301,1.81599998474,6729,161
2467,21.1931231973,1.58200001717,5660,173
2420,31.7687351953,1.96000003815,7272,189
2489,11.0722974168,1.7460000515,6210,177
2440,22.5471082012,2.27099990845,8472,197
2381,4.4787262057,2.35799980164,8104,192
2393,17.2889311761,2.58999991417,8929,181
2431,28.805408825,3.16499996185,11426,175
2464,33.0819761085,1.36900019646,4965,167
2557,37.7390078804,1.09899997711,3968,174
2439,0,2.22399997711,7395,181
