Cost,Reset,Iterations,Solved,TimeInHC
2454.75,168.05,9624.1,19[2.234999895095825, 1.7369999885559082, 1.9649999141693115, 2.121999979019165, 2.2920000553131104, 1.2910001277923584, 1.7889997959136963, 3.1050000190734863, 3.187000036239624, 2.922999858856201, 1.5649998188018799, 2.4760000705718994, 1.8279998302459717, 2.1039998531341553, 2.3919999599456787, 1.0469999313354492, 2.886000156402588, 3.4649999141693115, 2.2929999828338623, 1.753000020980835]
