Cost,Reset,Iterations,Solved,TimeInHC
3391.46666667,85.2666666667,9803.66666667,9[2.1080000400543213, 0.5399999618530273, 1.6640000343322754, 2.2960000038146973, 1.0800001621246338, 1.627000093460083, 0.7269999980926514, 1.4839999675750732, 2.562000036239624, 1.7360000610351562, 1.6159999370574951, 1.3329999446868896, 2.4100000858306885, 1.059999942779541, 1.8519999980926514, 1.7790000438690186, 2.4220001697540283, 1.3390002250671387, 2.7980000972747803, 1.7730000019073486, 1.6440000534057617, 0.6429998874664307, 0.6160001754760742, 3.624000072479248, 1.5990002155303955, 3.1459999084472656, 1.629000186920166, 2.2260000705718994, 0.8889999389648438, 3.7260000705718994]
