Cost,Reset,Iterations,Solved,TimeInHC
4046.97,54.42,6138.22,1,1.45783002138
3740.15,69.29,8453.29,5,2.0479500103
3297.2,92.79,11648.43,37,2.79742001534
3093.35,105.56,11803.47,47,2.87754001141
2850.49,120.66,12733.39,71,3.14938000679
2649.3,132.3,13647.35,89,3.58392999649
2612.54,135.68,12546.12,92,3.16794998407
2538.38,141.01,12664.65,95,3.2457199955
2459.98,147.41,13108.33,97,3.36778002262
