conf,7.5,7.75,8.25,8.5,8.75,batterycost
0 | 5,22690.8,23134.605,24087.0225,24474.42,24991.4125,9000
0 | 6,23366.4,23701.3475,24593.34,24987.86,25500.2625,10800
1 | 4,22573.125,22959.6175,23958.3975,24454.595,24790.1,8100
1 | 5,22838.625,23239.765,24189.7425,24599.22,25044.0625,9900
1 | 6,23626.425,24038.0775,24763.9575,25261.41,25659.225,11700
2 | 4,22575.675,22888.155,23812.4625,24347.26,24706.6,9000
2 | 5,23026.275,23504.73,24254.8425,24753.855,25060.1375,10800
3 | 4,22684.875,23150.175,23863.2075,24476.395,24749.3625,9900
3 | 5,23393.1,23638.875,24515.55,24977.51,25290.675,11700
4 | 4,22823.475,23242.8575,24045.54,24573.485,24888.375,10800
4 | 5,23648.775,24026.6775,24774.7725,25099.505,25530.575,12600
5 | 3,22531.875,23049.1925,23763.63,24230.15,24731.8625,9900
5 | 4,23106.675,23439.235,24231.9975,24617.45,25015.225,11700
5 | 5,23974.5,24405.1025,25034.655,25576.715,25715.4375,13500
6 | 3,22687.65,23004.0025,23871.0525,24298.68,24630.1625,10800
6 | 4,23340.975,23733.4175,24396.84,24794.185,25130.4375,12600
7 | 3,22924.8,23289.5825,23939.205,24355.735,24692.9625,11700
7 | 4,23661.45,24076.3475,24746.3175,25035.18,25417.85,13500
8 | 3,23167.425,23454.4175,24205.1925,24534.935,24962.2625,12600
8 | 4,24072.525,24367.275,25064.8575,25418.04,25667.4625,14400
9 | 2,22807.8,23075.0625,24013.455,24208.94,24725.95,11700
9 | 3,23414.925,23706.9825,24381.1725,24750.43,25047.725,13500
9 | 4,24481.5,24811.73,25358.8125,25723.805,26078.6,15300
10 | 2,22947.6,23156.12,23794.5075,24213.04,24615.2375,12600
10 | 3,23864.85,24092.15,24720.5025,25116.97,25355.0875,14400
11 | 2,23164.05,23454.6425,24036.735,24452.08,24844.55,13500
11 | 3,24218.025,24481.3475,25146.54,25395.535,25657.725,15300
12 | 2,23481.3,23884.605,24491.235,24683.81,25016.8125,14400
12 | 3,24653.175,24881.0075,25481.9925,25763.35,26067.2875,16200
13 | 1,23150.625,23472.0025,24124.68,24517.445,24774.6375,13500
13 | 2,23897.25,24205.9125,24749.385,25102.285,25335.2,15300
13 | 3,25151.025,25536.34,26028.15,26309.41,26504.325,17100
14 | 1,23313.15,23544.1475,24129.39,24518.825,24694.9875,14400
14 | 2,24390.75,24564.0325,25221.375,25422.415,25728.225,16200
15 | 1,23687.025,23930.1675,24404.2875,24649.065,25029.825,15300
15 | 2,24921.15,25210.685,25673.235,26042.255,26254.075,17100
16 | 1,24050.4,24363.85,24895.4175,25183.905,25449.1,16200
16 | 2,25546.65,25848.1925,26313.4425,26583.895,26804.95,18000
17 | 0,23840.625,23943.42,24619.2825,24813.285,25090.55,15300
17 | 1,24706.275,24974.6975,25446.4425,25713.05,25946.5125,17100
17 | 2,26217.975,26425.56,26927.745,27188.86,27391.9625,18900
18 | 0,23862.75,24119.88,24566.2425,24868.13,25099.625,16200
18 | 1,25334.175,25590.505,26112.1425,26256.22,26529.5,18000
19 | 0,24601.05,24673.61,25208.1825,25394.725,25702.7375,17100
19 | 1,26004.6,26292.8025,26751.69,26994.125,27213.6375,18900
20 | 0,25147.725,25347.62,25872.7275,26110.105,26273.475,18000
20 | 1,26700.0,27025.79,27384.72,27700.835,27976.175,19800
21 | 0,25849.8,26156.48,26509.0575,26747.71,27003.2,18900
21 | 1,27469.35,27718.09,28174.83,28307.585,28672.65,20700
22 | 0,26603.55,26848.935,27265.095,27434.615,27733.7125,19800
23 | 0,27297.75,27576.885,27921.72,28238.055,28378.2125,20700
24 | 0,28057.275,28328.6275,28737.8175,29010.3,29150.2875,21600
25 | 0,28882.65,29121.91,29529.495,29683.01,29943.3625,22500
