Cost,Reset,Iterations,Solved,TimeInHC
2714.75,140.75,12691.3,19[2.5290000438690186, 2.0380001068115234, 2.434999942779541, 1.7869999408721924, 2.13700008392334, 1.3589999675750732, 2.746999979019165, 2.8930001258850098, 2.2149999141693115, 2.986999988555908, 3.0429999828338623, 2.9790000915527344, 2.986999988555908, 1.7239999771118164, 2.677999973297119, 3.4189999103546143, 1.5899999141693115, 2.80400013923645, 2.509000062942505, 4.391000032424927]
