5878,-200,0.199000120163,428
5603,-190,52.5830001831,100154
5753,-184,0.890000104904,1638
6228,-167,9.37999987602,18159
5579,-162,148.012000084,277505
5655,-142,1.94099998474,3771
5643,-139,370.506999969,699762
5842,-127,15.9230000973,30961
5668,-120,12.9820001125,24951
5546,-102,11.7890000343,22666
6043,-95,1.77999997139,3572
5450,-93,608.349999905,1062263
5298,-78,1.83899998665,3538
5565,-70,1.125,2283
6064,-59,8.88100004196,17718
5775,-54,41.9709999561,81925
5910,-37,2.55200004578,5124
5169,-33,943.713999987,1621745
