Cost,Reset,Iterations,Solved,TimeInHC
3635.16666667,67.8666666667,7862.43333333,2[2.378999948501587, 0.875999927520752, 1.4839999675750732, 1.688999891281128, 1.0449998378753662, 2.256999969482422, 2.7250001430511475, 0.5910000801086426, 1.7120001316070557, 0.33699989318847656, 0.36500000953674316, 1.1200001239776611, 1.3029999732971191, 1.4130001068115234, 0.9200000762939453, 1.815000057220459, 1.8359999656677246, 0.8480000495910645, 1.1150000095367432, 1.0709998607635498, 1.3540000915527344, 1.8909997940063477, 1.5180001258850098, 0.8660001754760742, 2.2090001106262207, 1.8300001621246338, 1.4900000095367432, 1.3930001258850098, 1.1160001754760742, 1.3970000743865967]
