Cost,Reset,Iterations,Solved,TimeInHC
3426.15,92.85,7686.4,0[1.6359999179840088, 1.6579999923706055, 1.3010001182556152, 0.9739999771118164, 1.2769999504089355, 1.2909998893737793, 1.318000078201294, 1.561000108718872, 1.1689999103546143, 2.2149999141693115, 1.741999864578247, 1.179999828338623, 2.250999927520752, 1.311999797821045, 1.0130000114440918, 1.7339999675750732, 1.446000099182129, 1.1800000667572021, 1.2299997806549072, 2.259000062942505]
