2587.92,-50.0,1714.33,91
2502.02,-50.0,1755.94,94
2570.08,-50.0,1718.15,76
2504.79,-50.0,1715.63,68
2511.43,-50.0,1740.3,68
2574.43,-50.0,1707.31,50
2507.99,-50.0,1721.45,58
2557.65,-50.0,1723.04,53
2608.08,-50.0,1666.46,48
2490.49,-50.0,1781.66,39
2623.34,-50.0,1633.35,40
2607.71,-50.0,1707.57,33
2522.83,-50.0,1752.18,33
2572.19,-50.0,1682.4,29
2515.04,-50.0,1770.69,29
2611.05,-50.0,1690.36,21
2569.65,-50.0,1731.24,19
2569.98,-50.0,1723.87,15
2570.11,-50.0,1830.62,16
2616.0,-50.0,1701.39,10
2586.49,-50.0,1790.33,7
2589.33,-50.0,1786.65,8
2654.08,-50.0,1646.5,10
