3971.95,-75.0,1647.55,81
3927.49,-75.0,1653.5,80
3906.59,-75.0,1672.54,78
3903.16,-75.0,1682.95,74
3920.79,-75.0,1640.99,75
3915.31,-75.0,1629.07,70
3911.41,-75.0,1638.25,54
3895.86,-75.0,1629.66,60
3924.87,-75.0,1605.37,50
4021.47,-75.0,1546.66,40
3948.3,-75.0,1564.05,33
3937.86,-75.0,1591.92,35
3941.94,-75.0,1549.78,31
3899.04,-75.0,1594.85,31
3977.88,-75.0,1542.36,26
3970.84,-75.0,1564.49,16
3979.82,-75.0,1567.2,17
3981.0,-75.0,1468.54,18
4008.27,-75.0,1484.87,16
4031.48,-75.0,1519.46,4
4060.81,-75.0,1416.69,4
4058.25,-75.0,1446.05,5
4083.85,-75.0,1466.59,4
